"","x"
"3512","LIMCH1"
"3513","TMEM33"
"3514","DCAF4L1"
"3515","SLC30A9"
"3516","BEND4"
"3517","ATP8A1"
"3518","AC096734.2"
"3519","GUF1"
"3520","GNPDA2"
"3521","COMMD8"
"3522","ATP10D"
"3523","AC107068.1"
"3524","NFXL1"
"3525","NIPAL1"
"3526","TXK"
"3527","TEC"
"3528","SLAIN2"
"3529","FRYL"
"3530","OCIAD1"
"3531","OCIAD2"
"3532","DCUN1D4"
"3533","SGCB"
"3534","USP46"
"3535","USP46-AS1"
"3536","RASL11B"
"3537","SCFD2"
"3538","FIP1L1"
"3539","LNX1"
"3540","CHIC2"
"3541","KIT"
"3542","SRD5A3"
"3543","TMEM165"
"3544","CLOCK"
"3545","NMU"
"3546","EXOC1"
"3547","CEP135"
"3548","AASDH"
"3549","AC068620.1"
"3550","PPAT"
"3551","PAICS"
"3552","SRP72"
"3553","HOPX"
"3554","SPINK2"
"3555","REST"
"3556","NOA1"
"3557","POLR2B"
"3558","IGFBP7"
"3559","CENPC"
"3560","STAP1"
"3561","UBA6"
"3562","UBA6-AS1"
"3563","YTHDC1"
"3564","SULT1B1"
"3565","UTP3"
"3566","RUFY3"
"3567","GRSF1"
"3568","MOB1B"
"3569","DCK"
"3570","SLC4A4"
"3571","COX18"
"3572","ANKRD17"
"3573","AC053527.1"
"3574","CXCL2"
"3575","MTHFD2L"
"3576","EPGN"
"3577","AREG"
"3578","RCHY1"
"3579","THAP6"
"3580","CDKL2"
"3581","G3BP2"
"3582","USO1"
"3583","NAAA"
"3584","SDAD1"
"3585","CXCL10"
"3586","NUP54"
"3587","SCARB2"
"3588","STBD1"
"3589","SEPT11"
"3590","CCNI"
"3591","CCNG2"
"3592","CXCL13"
"3593","CNOT6L"
"3594","MRPL1"
"3595","AC098818.2"
"3596","BMP2K"
"3597","PAQR3"
"3598","ANTXR2"
"3599","PRDM8"
"3600","RASGEF1B"
"3601","AC124016.2"
"3602","HNRNPD"
"3603","AC124016.1"
"3604","HNRNPDL"
"3605","ENOPH1"
"3606","SCD5"
"3607","SEC31A"
"3608","THAP9-AS1"
"3609","THAP9"
"3610","LIN54"
"3611","COPS4"
"3612","PLAC8"
"3613","COQ2"
"3614","HPSE"
"3615","HELQ"
"3616","MRPS18C"
"3617","ABRAXAS1"
"3618","GPAT3"
"3619","CDS1"
"3620","MAPK10"
"3621","PTPN13"
"3622","AC093827.5"
"3623","AC093827.4"
"3624","AFF1"
"3625","KLHL8"
"3626","HSD17B11"
"3627","NUDT9"
"3628","SPARCL1"
"3629","SPP1"
"3630","PKD2"
"3631","ABCG2"
"3632","PPM1K"
"3633","HERC6"
"3634","HERC5"
"3635","PYURF"
"3636","HERC3"
"3637","NAP1L5"
"3638","FAM13A-AS1"
"3639","FAM13A"
"3640","TIGD2"
"3641","GPRIN3"
"3642","SNCA"
"3643","MMRN1"
"3644","CCSER1"
"3645","SMARCAD1"
"3646","HPGDS"
"3647","PDLIM5"
"3648","RAP1GDS1"
"3649","TSPAN5"
"3650","AC114811.2"
"3651","EIF4E"
"3652","METAP1"
"3653","ADH5"
"3654","AP002026.1"
"3655","TRMT10A"
"3656","DAPP1"
"3657","LAMTOR3"
"3658","DNAJB14"
"3659","H2AFZ"
"3660","AC097460.1"
"3661","DDIT4L"
"3662","PPP3CA"
"3663","AP001816.1"
"3664","SLC39A8"
"3665","AC098487.1"
"3666","AF213884.3"
"3667","NFKB1"
"3668","MANBA"
"3669","UBE2D3"
"3670","AC018797.2"
"3671","CISD2"
"3672","SLC9B1"
"3673","SLC9B2"
"3674","BDH2"
"3675","CENPE"
"3676","CXXC4"
"3677","TET2"
"3678","PPA2"
"3679","INTS12"
"3680","GSTCD"
"3681","TBCK"
"3682","AIMP1"
"3683","PAPSS1"
"3684","CYP2U1"
"3685","HADH"
"3686","LEF1"
"3687","RPL34-AS1"
"3688","RPL34"
"3689","OSTC"
"3690","SEC24B-AS1"
"3691","SEC24B"
"3692","MCUB"
"3693","CASP6"
"3694","PLA2G12A"
"3695","AC126283.1"
"3696","GAR1"
"3697","ELOVL6"
"3698","ENPEP"
"3699","FAM241A"
"3700","AC109347.1"
"3701","AP1AR"
"3702","TIFA"
"3703","ALPK1"
"3704","ZGRF1"
"3705","LARP7"
"3706","AC106864.1"
"3707","ANK2"
"3708","CAMK2D"
"3709","ARSJ"
"3710","UGT8"
"3711","SNHG8"
"3712","PRSS12"
"3713","METTL14"
"3714","SEC24D"
"3715","SYNPO2"
"3716","USP53"
"3717","C4orf3"
"3718","PDE5A"
"3719","MAD2L1"
"3720","AC108866.1"
"3721","PRDM5"
"3722","TNIP3"
"3723","ANXA5"
"3724","TMEM155"
"3725","AC079341.1"
"3726","EXOSC9"
"3727","CCNA2"
"3728","BBS7"
"3729","TRPC3"
"3730","KIAA1109"
"3731","IL2"
"3732","IL21"
"3733","IL21-AS1"
"3734","BBS12"
"3735","NUDT6"
"3736","SPATA5"
"3737","SPRY1"
"3738","ANKRD50"
"3739","HSPA4L"
"3740","PLK4"
"3741","MFSD8"
"3742","ABHD18"
"3743","LARP1B"
"3744","PGRMC2"
"3745","JADE1"
"3746","SCLT1"
"3747","C4orf33"
"3748","PCDH10"
"3749","SLC7A11"
"3750","NOCT"
"3751","ELF2"
"3752","MGARP"
"3753","NDUFC1"
"3754","NAA15"
"3755","AC097376.2"
"3756","RAB33B"
"3757","SETD7"
"3758","MGST2"
"3759","MAML3"
"3760","SCOC"
"3761","SCOC-AS1"
"3762","ELMOD2"
"3763","ZNF330"
"3764","IL15"
"3765","INPP4B"
"3766","AC139720.1"
"3767","AC104596.1"
"3768","USP38"
"3769","GAB1"
"3770","SMARCA5"
"3771","SMARCA5-AS1"
"3772","ANAPC10"
"3773","ABCE1"
"3774","OTUD4"
"3775","SMAD1"
"3776","MMAA"
"3777","ZNF827"
"3778","LSM6"
"3779","SLC10A7"
"3780","TMEM184C"
"3781","PRMT9"
"3782","ARHGAP10"
"3783","NR3C2"
"3784","LRBA"
"3785","RPS3A"
"3786","SH3D19"
"3787","AC095055.1"
"3788","FAM160A1"
"3789","GATB"
"3790","LINC02273"
"3791","FBXW7"
"3792","TMEM154"
"3793","TIGD4"
"3794","ARFIP1"
"3795","FHDC1"
"3796","TRIM2"
"3797","MND1"
"3798","TMEM131L"
"3799","TLR2"
"3800","RNF175"
"3801","PLRG1"
"3802","MAP9"
"3803","CTSO"
"3804","FAM198B"
"3805","C4orf46"
"3806","ETFDH"
"3807","PPID"
"3808","FNIP2"
"3809","RAPGEF2"
"3810","NAF1"
"3811","TMA16"
"3812","MARCH1"
"3813","TRIM61"
"3814","TMEM192"
"3815","KLHL2"
"3816","MSMO1"
"3817","CPE"
"3818","DDX60"
"3819","DDX60L"
"3820","PALLD"
"3821","CBR4"
"3822","NEK1"
"3823","CLCN3"
"3824","HPF1"
"3825","MFAP3L"
"3826","AC105285.1"
"3827","GALNT7"
"3828","HMGB2"
"3829","AC097534.2"
"3830","SAP30"
"3831","SCRG1"
"3832","FBXO8"
"3833","CEP44"
"3834","HPGD"
"3835","GPM6A"
"3836","AC019163.1"
"3837","SPCS3"
"3838","NEIL3"
"3839","AGA"
"3840","AC078881.1"
"3841","DCTD"
"3842","WWC2"
"3843","CDKN2AIP"
"3844","AC107214.1"
"3845","ING2"
"3846","RWDD4"
"3847","TRAPPC11"
"3848","STOX2"
"3849","IRF2"
"3850","CASP3"
"3851","PRIMPOL"
"3852","CENPU"
"3853","ACSL1"
"3854","SLC25A4"
"3855","CFAP97"
"3856","SNX25"
"3857","LRP2BP"
"3858","ANKRD37"
"3859","UFSP2"
"3860","C4orf47"
"3861","TLR3"
"3862","FAM149A"
"3863","CYP4V2"
"3864","KLKB1"
"3865","FAT1"
"3866","FRG1"
"3867","CCDC127"
"3868","SDHA"
"3869","AC021087.1"
"3870","PDCD6"
"3871","EXOC3-AS1"
"3872","EXOC3"
"3873","SLC9A3"
"3874","CEP72"
"3875","TPPP"
"3876","ZDHHC11B"
"3877","ZDHHC11"
"3878","BRD9"
"3879","TRIP13"
"3880","SLC12A7"
"3881","CLPTM1L"
"3882","LPCAT1"
"3883","MRPL36"
"3884","NDUFS6"
"3885","ICE1"
"3886","MED10"
"3887","NSUN2"
"3888","SRD5A1"
"3889","TENT4A"
"3890","MTRR"
"3891","FASTKD3"
"3892","AC091965.1"
"3893","MIR4458HG"
"3894","SNHG18"
"3895","FAM173B"
"3896","CCT5"
"3897","CMBL"
"3898","AC012640.2"
"3899","MARCH6"
"3900","ROPN1L"
"3901","ANKRD33B"
"3902","DAP"
"3903","TRIO"
"3904","OTULINL"
"3905","AC010491.1"
"3906","OTULIN"
"3907","ANKH"
"3908","ZNF622"
"3909","RETREG1"
"3910","AC022113.2"
"3911","MYO10"
"3912","BASP1"
"3913","LINC02100"
"3914","LINC02211"
"3915","DROSHA"
"3916","C5orf22"
"3917","AC025178.1"
"3918","GOLPH3"
"3919","AC025181.2"
"3920","MTMR12"
"3921","ZFR"
"3922","SUB1"
"3923","AC034231.1"
"3924","TARS"
"3925","AMACR"
"3926","C1QTNF3"
"3927","RAI14"
"3928","AC026801.2"
"3929","RAD1"
"3930","BRIX1"
"3931","DNAJC21"
"3932","SPEF2"
"3933","IL7R"
"3934","LMBRD2"
"3935","SKP2"
"3936","NADK2"
"3937","SLC1A3"
"3938","AC008957.1"
"3939","NIPBL"
"3940","CPLANE1"
"3941","NUP155"
"3942","WDR70"
"3943","LIFR"
"3944","RICTOR"
"3945","FYB1"
"3946","DAB2"
"3947","TTC33"
"3948","PTGER4"
"3949","PRKAA1"
"3950","RPL37"
"3951","CARD6"
"3952","OXCT1"
"3953","C5orf51"
"3954","FBXO4"
"3955","CCDC152"
"3956","SELENOP"
"3957","AC025171.3"
"3958","AC025171.5"
"3959","ANXA2R"
"3960","AC025171.2"
"3961","AC025171.4"
"3962","ZNF131"
"3963","NIM1K"
"3964","AC114947.2"
"3965","HMGCS1"
"3966","CCL28"
"3967","TMEM267"
"3968","C5orf34"
"3969","AC114956.1"
"3970","PAIP1"
"3971","NNT-AS1"
"3972","NNT"
"3973","MRPS30-DT"
"3974","MRPS30"
"3975","AC093297.2"
"3976","EMB"
"3977","PARP8"
"3978","AC022126.1"
"3979","ITGA1"
"3980","PELO"
"3981","ITGA2"
"3982","MOCS2"
"3983","AC008966.1"
"3984","NDUFS4"
"3985","ARL15"
"3986","SNX18"
"3987","ESM1"
"3988","GZMK"
"3989","GZMA"
"3990","CDC20B"
"3991","DHX29"
"3992","MTREX"
"3993","PLPP1"
"3994","SLC38A9"
"3995","IL31RA"
"3996","IL6ST"
"3997","AC008914.1"
"3998","AC016596.1"
"3999","ANKRD55"
"4000","MAP3K1"
"4001","SETD9"
"4002","MIER3"
"4003","GPBP1"
"4004","PLK2"
"4005","PDE4D"
"4006","AC092343.1"
"4007","DEPDC1B"
"4008","ERCC8"
"4009","NDUFAF2"
"4010","SMIM15"
"4011","ZSWIM6"
"4012","KIF2A"
"4013","DIMT1"
"4014","IPO11"
"4015","LRRC70"
"4016","RNF180"
"4017","SREK1IP1"
"4018","CWC27"
"4019","ADAMTS6"
"4020","CENPK"
"4021","PPWD1"
"4022","TRIM23"
"4023","TRAPPC13"
"4024","SHLD3"
"4025","SGTB"
"4026","NLN"
"4027","ERBIN"
"4028","SREK1"
"4029","MAST4"
"4030","PIK3R1"
"4031","SLC30A5"
"4032","CCNB1"
"4033","CENPH"
"4034","MRPS36"
"4035","CDK7"
"4036","CCDC125"
"4037","AK6"
"4038","TAF9"
"4039","RAD17"
"4040","MARVELD2"
"4041","OCLN"
"4042","GTF2H2C"
"4043","SERF1B"
"4044","SMN2"
"4045","SERF1A"
"4046","SMN1"
"4047","NAIP"
"4048","GTF2H2"
"4049","BDP1"
"4050","MCCC2"
"4051","MAP1B"
"4052","MRPS27"
"4053","PTCD2"
"4054","AC035140.1"
"4055","TNPO1"
"4056","FCHO2"
"4057","TMEM171"
"4058","AC099522.2"
"4059","BTF3"
"4060","ANKRA2"
"4061","UTP15"
"4062","ARHGEF28"
"4063","ENC1"
"4064","HEXB"
"4065","GFM2"
"4066","NSA2"
"4067","FAM169A"
"4068","AC116337.3"
"4069","GCNT4"
"4070","LINC01336"
"4071","ANKRD31"
"4072","HMGCR"
"4073","COL4A3BP"
"4074","POLK"
"4075","ANKDD1B"
"4076","POC5"
"4077","SV2C"
"4078","IQGAP2"
"4079","F2RL2"
"4080","F2R"
"4081","F2RL1"
"4082","S100Z"
"4083","AGGF1"
"4084","ZBED3"
"4085","WDR41"
"4086","TBCA"
"4087","AP3B1"
"4088","SCAMP1-AS1"
"4089","SCAMP1"
"4090","LHFPL2"
"4091","ARSB"
"4092","DMGDH"
"4093","JMY"
"4094","HOMER1"
"4095","TENT2"
"4096","CMYA5"
"4097","MTX3"
"4098","THBS4"
"4099","SERINC5"
"4100","ZFYVE16"
"4101","AC008771.1"
"4102","DHFR"
"4103","MSH3"
"4104","RASGRF2"
"4105","CKMT2-AS1"
"4106","ZCCHC9"
"4107","SSBP2"
"4108","ATG10"
"4109","RPS23"
"4110","TMEM167A"
"4111","XRCC4"
"4112","COX7C"
"4113","RASA1"
"4114","CCNH"
"4115","AC018754.1"
"4116","TMEM161B"
"4117","TMEM161B-AS1"
"4118","LINC00461"
"4119","MEF2C"
"4120","CETN3"
"4121","MBLAC2"
"4122","POLR3G"
"4123","LYSMD3"
"4124","ADGRV1"
"4125","AC123595.1"
"4126","LUCAT1"
"4127","AC123595.2"
"4128","ARRDC3"
"4129","ARRDC3-AS1"
"4130","NR2F1"
"4131","FAM172A"
"4132","POU5F2"
"4133","KIAA0825"
"4134","SLF1"
"4135","MCTP1"
"4136","TTC37"
"4137","ARSK"
"4138","GPR150"
"4139","RFESD"
"4140","RHOBTB3"
"4141","GLRX"
"4142","AC008592.4"
"4143","LINC01554"
"4144","ELL2"
"4145","CAST"
"4146","ERAP1"
"4147","AC008906.1"
"4148","AC009126.1"
"4149","ERAP2"
"4150","LNPEP"
"4151","RIOK2"
"4152","RGMB"
"4153","AC008522.1"
"4154","CHD1"
"4155","LINC02062"
"4156","FAM174A"
"4157","ST8SIA4"
"4158","SLCO4C1"
"4159","PAM"
"4160","GIN1"
"4161","PPIP5K2"
"4162","C5orf30"
"4163","NUDT12"
"4164","EFNA5"
"4165","FBXL17"
"4166","LINC01023"
"4167","FER"
"4168","AC008467.1"
"4169","PJA2"
"4170","MAN2A1"
"4171","TMEM232"
"4172","SLC25A46"
"4173","WDR36"
"4174","CAMK4"
"4175","STARD4"
"4176","NREP"
"4177","EPB41L4A"
"4178","EPB41L4A-AS1"
"4179","APC"
"4180","SRP19"
"4181","REEP5"
"4182","DCP2"
"4183","MCC"
"4184","YTHDC2"
"4185","TRIM36"
"4186","PGGT1B"
"4187","CCDC112"
"4188","FEM1C"
"4189","AC010226.1"
"4190","TMED7"
"4191","AC008549.2"
"4192","CDO1"
"4193","ATG12"
"4194","AP3S1"
"4195","AC034236.2"
"4196","COMMD10"
"4197","SEMA6A"
"4198","SEMA6A-AS1"
"4199","DTWD2"
"4200","DMXL1"
"4201","TNFAIP8"
"4202","HSD17B4"
"4203","SRFBP1"
"4204","SNX2"
"4205","SNX24"
"4206","CEP120"
"4207","CSNK1G3"
"4208","GRAMD2B"
"4209","ALDH7A1"
"4210","PHAX"
"4211","LMNB1"
"4212","MARCH3"
"4213","C5orf63"
"4214","AC011416.3"
"4215","PRRC1"
"4216","LINC01184"
"4217","SLC12A2"
"4218","ISOC1"
"4219","HINT1"
"4220","LYRM7"
"4221","CDC42SE2"
"4222","RAPGEF6"
"4223","FNIP1"
"4224","ACSL6"
"4225","CSF2"
"4226","P4HA2"
"4227","SLC22A4"
"4228","SLC22A5"
"4229","AC116366.3"
"4230","AC116366.2"
"4231","AC116366.1"
"4232","IRF1"
"4233","RAD50"
"4234","IL4"
"4235","KIF3A"
"4236","CCNI2"
"4237","SEPT8"
"4238","SHROOM1"
"4239","UQCRQ"
"4240","LEAP2"
"4241","AFF4"
"4242","ZCCHC10"
"4243","HSPA4"
"4244","C5orf15"
"4245","VDAC1"
"4246","AC008608.2"
"4247","TCF7"
"4248","SKP1"
"4249","PPP2CA"
"4250","AC104109.2"
"4251","CDKL3"
"4252","UBE2B"
"4253","AC109454.2"
"4254","CDKN2AIPNL"
"4255","AC005355.1"
"4256","JADE2"
"4257","SAR1B"
"4258","SEC24A"
"4259","CAMLG"
"4260","DDX46"
"4261","C5orf24"
"4262","TXNDC15"
"4263","PCBD2"
"4264","H2AFY"
"4265","TGFBI"
"4266","SMAD5"
"4267","SPOCK1"
"4268","KLHL3"
"4269","HNRNPA0"
"4270","AC106791.1"
"4271","PKD2L2"
"4272","FAM13B"
"4273","BRD8"
"4274","KIF20A"
"4275","CDC23"
"4276","CDC25C"
"4277","FAM53C"
"4278","KDM3B"
"4279","REEP2"
"4280","EGR1"
"4281","ETF1"
"4282","HSPA9"
"4283","CTNNA1"
"4284","LRRTM2"
"4285","SIL1"
"4286","MATR3"
"4287","PAIP2"
"4288","AC135457.1"
"4289","MZB1"
"4290","PROB1"
"4291","SPATA24"
"4292","DNAJC18"
"4293","TMEM173"
"4294","UBE2D2"
"4295","CXXC5"
"4296","NRG2"
"4297","MALINC1"
"4298","PURA"
"4299","IGIP"
"4300","CYSTM1"
"4301","PFDN1"
"4302","HBEGF"
"4303","AC008438.1"
"4304","ANKHD1"
"4305","ANKHD1-EIF4EBP3"
"4306","SRA1"
"4307","EIF4EBP3"
"4308","APBB3"
"4309","SLC35A4"
"4310","CD14"
"4311","NDUFA2"
"4312","TMCO6"
"4313","IK"
"4314","WDR55"
"4315","DND1"
"4316","HARS"
"4317","HARS2"
"4318","ZMAT2"
"4319","PCDHB16"
"4320","PCDHB10"
"4321","TAF7"
"4322","AC005618.1"
"4323","PCDHGB5"
"4324","PCDHGB6"
"4325","PCDHGA10"
"4326","PCDHGC3"
"4327","DIAPH1"
"4328","HDAC3"
"4329","RELL2"
"4330","FCHSD1"
"4331","ARAP3"
"4332","PCDH1"
"4333","DELE1"
"4334","RNF14"
"4335","GNPDA1"
"4336","NDFIP1"
"4337","SPRY4"
"4338","ARHGAP26"
"4339","NR3C1"
"4340","YIPF5"
"4341","KCTD16"
"4342","PRELID2"
"4343","SH3RF2"
"4344","LARS"
"4345","AC091959.3"
"4346","RBM27"
"4347","TCERG1"
"4348","PPP2R2B"
"4349","DPYSL3"
"4350","JAKMIP2-AS1"
"4351","JAKMIP2"
"4352","AC091948.1"
"4353","FBXO38"
"4354","ADRB2"
"4355","GRPEL2"
"4356","GRPEL2-AS1"
"4357","PCYOX1L"
"4358","CSNK1A1"
"4359","ARHGEF37"
"4360","PPARGC1B"
"4361","SLC26A2"
"4362","TIGD6"
"4363","HMGXB3"
"4364","CSF1R"
"4365","PDGFRB"
"4366","TCOF1"
"4367","CD74"
"4368","RPS14"
"4369","NDST1"
"4370","RBM22"
"4371","DCTN4"
"4372","SMIM3"
"4373","IRGM"
"4374","ZNF300"
"4375","GPX3"
"4376","TNIP1"
"4377","ANXA6"
"4378","CCDC69"
"4379","GM2A"
"4380","SLC36A1"
"4381","SPARC"
"4382","ATOX1"
"4383","AC091982.3"
"4384","G3BP1"
"4385","FAM114A2"
"4386","MFAP3"
"4387","GALNT10"
"4388","SAP30L-AS1"
"4389","SAP30L"
"4390","LARP1"
"4391","FAXDC2"
"4392","CNOT8"
"4393","GEMIN5"
"4394","MRPL22"
"4395","PPP1R2B"
"4396","TIMD4"
"4397","HAVCR1"
"4398","HAVCR2"
"4399","MED7"
"4400","ITK"
"4401","AC009185.1"
"4402","CYFIP2"
"4403","ADAM19"
"4404","NIPAL4"
"4405","THG1L"
"4406","LSM11"
"4407","CLINT1"
"4408","RNF145"
"4409","UBLCP1"
"4410","AC008691.1"
"4411","TTC1"
"4412","PWWP2A"
"4413","ZBED8"
"4414","SLU7"
"4415","PTTG1"
"4416","MIR3142HG"
"4417","AC113414.1"
"4418","CCNG1"
"4419","NUDCD2"
"4420","HMMR"
"4421","MAT2B"
"4422","RARS"
"4423","PANK3"
"4424","SPDL1"
"4425","DOCK2"
"4426","LCP2"
"4427","LINC01366"
"4428","KCNIP1"
"4429","NPM1"
"4430","FGF18"
"4431","FBXW11"
"4432","STK10"
"4433","UBTD2"
"4434","SH3PXD2B"
"4435","NEURL1B"
"4436","DUSP1"
"4437","ERGIC1"
"4438","RPL26L1"
"4439","ATP6V0E1"
"4440","CREBRF"
"4441","BNIP1"
"4442","STC2"
"4443","BOD1"
"4444","CPEB4"
"4445","SFXN1"
"4446","HRH2"
"4447","THOC3"
"4448","SIMC1"
"4449","KIAA1191"
"4450","ARL10"
"4451","NOP16"
"4452","HIGD2A"
"4453","CLTB"
"4454","FAF2"
"4455","RNF44"
"4456","CDHR2"
"4457","GPRIN1"
"4458","TSPAN17"
"4459","HK3"
"4460","UIMC1"
"4461","ZNF346"
"4462","NSD1"
"4463","RAB24"
"4464","MXD3"
"4465","PRELID1"
"4466","LMAN2"
"4467","RGS14"
"4468","F12"
"4469","GRK6"
"4470","PRR7"
"4471","DBN1"
"4472","PDLIM7"
"4473","DOK3"
"4474","DDX41"
"4475","FAM193B"
"4476","TMED9"
"4477","B4GALT7"
"4478","AC139795.2"
"4479","FAM153A"
"4480","FAM153C"
"4481","N4BP3"
"4482","RMND5B"
"4483","NHP2"
"4484","HNRNPAB"
"4485","PHYKPL"
"4486","CLK4"
"4487","ZNF354A"
"4488","ZNF354B"
"4489","ZNF879"
"4490","ZNF354C"
"4491","RUFY1"
"4492","HNRNPH1"
"4493","AC136604.3"
"4494","CANX"
"4495","MAML1"
"4496","LTC4S"
"4497","MGAT4B"
"4498","SQSTM1"
"4499","MRNIP"
"4500","AC008393.1"
"4501","TBC1D9B"
"4502","RNF130"
"4503","MAPK9"
"4504","AC008610.1"
"4505","GFPT2"
"4506","CNOT6"
"4507","SCGB3A1"
"4508","FLT4"
"4509","MGAT1"
"4510","LINC00847"
"4511","ZFP62"
"4512","AC008443.5"
"4513","TRIM7"
"4514","TRIM41"
"4515","RACK1"
"4516","TRIM52"
"4517","AC138035.1"
"4518","DUSP22"
"4519","IRF4"
"4520","EXOC2"
"4521","HUS1B"
"4522","AL357054.4"
"4523","GMDS"
"4524","GMDS-DT"
"4525","WRNIP1"
"4526","SERPINB1"
"4527","SERPINB9P1"
"4528","SERPINB9"
"4529","SERPINB6"
"4530","LINC01011"
"4531","NQO2"
"4532","RIPK1"
"4533","AL031963.3"
"4534","BPHL"
"4535","TUBB2A"
"4536","TUBB2B"
"4537","PSMG4"
"4538","SLC22A23"
"4539","PXDC1"
"4540","FAM50B"
"4541","AL138831.1"
"4542","PRPF4B"
"4543","ECI2"
"4544","AL136309.2"
"4545","CDYL"
"4546","RPP40"
"4547","LYRM4"
"4548","FARS2"
"4549","NRN1"
"4550","F13A1"
"4551","LY86"
"4552","RREB1"
"4553","SSR1"
"4554","CAGE1"
"4555","RIOK1"
"4556","SNRNP48"
"4557","TXNDC5"
"4558","BLOC1S5"
"4559","EEF1E1"
"4560","SLC35B3"
"4561","TFAP2A"
"4562","GCNT2"
"4563","C6orf52"
"4564","PAK1IP1"
"4565","TMEM14C"
"4566","AL024498.1"
"4567","TMEM14B"
"4568","MAK"
"4569","SMIM13"
"4570","NEDD9"
"4571","TMEM170B"
"4572","ADTRP"
"4573","HIVEP1"
"4574","EDN1"
"4575","PHACTR1"
"4576","TBC1D7"
"4577","GFOD1"
"4578","SIRT5"
"4579","AL441883.1"
"4580","NOL7"
"4581","RANBP9"
"4582","MCUR1"
"4583","CD83"
"4584","AL109914.1"
"4585","AL138720.1"
"4586","JARID2"
"4587","JARID2-AS1"
"4588","DTNBP1"
"4589","MYLIP"
"4590","GMPR"
"4591","ATXN1"
"4592","AL137003.1"
"4593","AL137003.2"
"4594","FAM8A1"
"4595","NUP153"
"4596","AL138724.1"
"4597","TPMT"
"4598","KDM1B"
"4599","DEK"
"4600","RNF144B"
"4601","ID4"
"4602","MBOAT1"
"4603","E2F3"
"4604","CDKAL1"
"4605","SOX4"
"4606","MRS2"
"4607","ALDH5A1"
"4608","KIAA0319"
"4609","TDP2"
"4610","ACOT13"
"4611","AL031775.1"
"4612","C6orf62"
"4613","GMNN"
"4614","RIPOR2"
"4615","CARMIL1"
"4616","SLC17A3"
"4617","TRIM38"
"4618","U91328.2"
"4619","U91328.1"
"4620","HIST1H1A"
"4621","HIST1H3A"
"4622","HIST1H4A"
"4623","HIST1H4B"
"4624","HIST1H3B"
"4625","HIST1H2AB"
"4626","HIST1H2BB"
"4627","HIST1H3C"
"4628","HIST1H1C"
"4629","HFE"
"4630","HIST1H4C"
"4631","HIST1H2BC"
"4632","HIST1H2AC"
"4633","HIST1H1E"
"4634","HIST1H2BD"
"4635","AL353759.1"
"4636","HIST1H2BE"
"4637","HIST1H4D"
"4638","AL031777.3"
"4639","HIST1H2BF"
"4640","HIST1H4E"
"4641","HIST1H2BG"
"4642","HIST1H2AE"
"4643","HIST1H3E"
"4644","HIST1H1D"
"4645","HIST1H4F"
"4646","HIST1H3F"
"4647","HIST1H2BH"
"4648","HIST1H3G"
"4649","HIST1H2BI"
"4650","HIST1H4H"
"4651","BTN3A2"
"4652","BTN2A2"
"4653","BTN3A1"
"4654","BTN3A3"
"4655","BTN2A1"
"4656","HCG11"
"4657","HMGN4"
"4658","ABT1"
"4659","ZNF322"
"4660","HIST1H2BJ"
"4661","HIST1H2AG"
"4662","HIST1H4I"
"4663","HIST1H2BK"
"4664","HIST1H2AH"
"4665","PRSS16"
"4666","ZNF391"
"4667","ZNF184"
"4668","AL009179.1"
"4669","HIST1H2BL"
"4670","HIST1H2AI"
"4671","HIST1H3H"
"4672","HIST1H2AJ"
"4673","HIST1H2BM"
"4674","HIST1H4J"
"4675","HIST1H4K"
"4676","HIST1H2BN"
"4677","HIST1H2AK"
"4678","HIST1H2AL"
"4679","HIST1H1B"
"4680","HIST1H3I"
"4681","HIST1H4L"
"4682","HIST1H3J"
"4683","HIST1H2AM"
"4684","HIST1H2BO"
"4685","AL121944.1"
"4686","ZNF165"
"4687","ZSCAN16-AS1"
"4688","ZSCAN16"
"4689","AL358933.1"
"4690","ZKSCAN8"
"4691","ZSCAN9"
"4692","ZKSCAN4"
"4693","ZSCAN26"
"4694","PGBD1"
"4695","ZSCAN31"
"4696","ZKSCAN3"
"4697","ZSCAN12"
"4698","TRIM27"
"4699","GABBR1"
"4700","HLA-F"
"4701","HLA-G"
"4702","HLA-A"
"4703","ZNRD1"
"4704","PPP1R11"
"4705","TRIM26"
"4706","HCG18"
"4707","TRIM39"
"4708","RPP21"
"4709","HLA-E"
"4710","GNL1"
"4711","PRR3"
"4712","ABCF1"
"4713","PPP1R10"
"4714","MRPS18B"
"4715","ATAT1"
"4716","C6orf136"
"4717","DHX16"
"4718","PPP1R18"
"4719","NRM"
"4720","MDC1"
"4721","TUBB"
"4722","AL662797.1"
"4723","FLOT1"
"4724","IER3-AS1"
"4725","IER3"
"4726","LINC00243"
"4727","DDR1"
"4728","GTF2H4"
"4729","VARS2"
"4730","CCHCR1"
"4731","TCF19"
"4732","AL662844.4"
"4733","HCG27"
"4734","HLA-C"
"4735","HLA-B"
"4736","AL645933.2"
"4737","MICA"
"4738","MICB"
"4739","DDX39B"
"4740","ATP6V1G2"
"4741","NFKBIL1"
"4742","LTA"
"4743","TNF"
"4744","LTB"
"4745","LST1"
"4746","NCR3"
"4747","AIF1"
"4748","PRRC2A"
"4749","BAG6"
"4750","APOM"
"4751","C6orf47"
"4752","GPANK1"
"4753","CSNK2B"
"4754","AL662899.2"
"4755","LY6G5B"
"4756","LY6G5C"
"4757","ABHD16A"
"4758","DDAH2"
