"","x"
"8296","ZBTB16"
"8297","NNMT"
"8298","C11orf71"
"8299","RBM7"
"8300","REXO2"
"8301","CADM1"
"8302","BUD13"
"8303","ZPR1"
"8304","APOA1"
"8305","SIK3"
"8306","PAFAH1B2"
"8307","SIDT2"
"8308","TAGLN"
"8309","PCSK7"
"8310","RNF214"
"8311","BACE1"
"8312","CEP164"
"8313","DSCAML1"
"8314","FXYD2"
"8315","FXYD6"
"8316","IL10RA"
"8317","JAML"
"8318","MPZL3"
"8319","MPZL2"
"8320","CD3E"
"8321","CD3D"
"8322","CD3G"
"8323","UBE4A"
"8324","AP001267.1"
"8325","ATP5MG"
"8326","KMT2A"
"8327","AP001267.3"
"8328","TTC36"
"8329","TMEM25"
"8330","IFT46"
"8331","ARCN1"
"8332","PHLDB1"
"8333","DDX6"
"8334","AP004609.3"
"8335","CXCR5"
"8336","BCL9L"
"8337","UPK2"
"8338","AP003392.4"
"8339","CCDC84"
"8340","RPS25"
"8341","TRAPPC4"
"8342","SLC37A4"
"8343","HYOU1"
"8344","AP003392.6"
"8345","VPS11"
"8346","HMBS"
"8347","H2AFX"
"8348","DPAGT1"
"8349","C2CD2L"
"8350","HINFP"
"8351","NLRX1"
"8352","CCDC153"
"8353","CBL"
"8354","MCAM"
"8355","RNF26"
"8356","USP2"
"8357","THY1"
"8358","NECTIN1"
"8359","OAF"
"8360","TMEM136"
"8361","ARHGEF12"
"8362","TBCEL"
"8363","SC5D"
"8364","AP000977.1"
"8365","SORL1"
"8366","UBASH3B"
"8367","CRTAM"
"8368","JHY"
"8369","HSPA8"
"8370","CLMP"
"8371","GRAMD1B"
"8372","SCN3B"
"8373","ZNF202"
"8374","VWA5A"
"8375","TBRG1"
"8376","SIAE"
"8377","SPA17"
"8378","NRGN"
"8379","AP000866.5"
"8380","VSIG2"
"8381","ESAM"
"8382","AP000866.2"
"8383","MSANTD2"
"8384","AP000866.1"
"8385","ROBO3"
"8386","CCDC15"
"8387","SLC37A2"
"8388","TMEM218"
"8389","FEZ1"
"8390","EI24"
"8391","STT3A"
"8392","CHEK1"
"8393","HYLS1"
"8394","PUS3"
"8395","CDON"
"8396","RPUSD4"
"8397","FAM118B"
"8398","SRPRA"
"8399","FOXRED1"
"8400","TIRAP"
"8401","AP001318.2"
"8402","DCPS"
"8403","GSEC"
"8404","ST3GAL4"
"8405","ETS1"
"8406","FLI1"
"8407","SENCR"
"8408","ARHGAP32"
"8409","TMEM45B"
"8410","NFRKB"
"8411","PRDM10"
"8412","LINC00167"
"8413","APLP2"
"8414","ZBTB44"
"8415","AP002986.1"
"8416","AP003486.1"
"8417","SNX19"
"8418","IGSF9B"
"8419","AP000911.1"
"8420","JAM3"
"8421","NCAPD3"
"8422","VPS26B"
"8423","THYN1"
"8424","ACAD8"
"8425","GLB1L3"
"8426","GLB1L2"
"8427","B3GAT1"
"8428","AP001999.1"
"8429","ZMYND11"
"8430","DIP2C"
"8431","LARP4B"
"8432","GTPBP4"
"8433","IDI2-AS1"
"8434","IDI1"
"8435","WDR37"
"8436","ADARB2"
"8437","PFKP"
"8438","PITRM1"
"8439","PITRM1-AS1"
"8440","KLF6"
"8441","AKR1C3"
"8442","NET1"
"8443","ASB13"
"8444","FAM208B"
"8445","GDI2"
"8446","ANKRD16"
"8447","FBH1"
"8448","IL15RA"
"8449","IL2RA"
"8450","RBM17"
"8451","PFKFB3"
"8452","AL137145.2"
"8453","AL137145.1"
"8454","PRKCQ"
"8455","SFMBT2"
"8456","KIN"
"8457","ATP5F1C"
"8458","TAF3"
"8459","GATA3"
"8460","GATA3-AS1"
"8461","CELF2"
"8462","AL136320.1"
"8463","USP6NL"
"8464","ECHDC3"
"8465","UPF2"
"8466","DHTKD1"
"8467","SEC61A2"
"8468","NUDT5"
"8469","CDC123"
"8470","CAMK1D"
"8471","OPTN"
"8472","MCM10"
"8473","PHYH"
"8474","SEPHS1"
"8475","PRPF18"
"8476","AL157392.5"
"8477","FRMD4A"
"8478","FAM107B"
"8479","CDNF"
"8480","HSPA14"
"8481","AC069544.1"
"8482","SUV39H2"
"8483","DCLRE1C"
"8484","MEIG1"
"8485","ACBD7"
"8486","RPP38"
"8487","NMT2"
"8488","FAM171A1"
"8489","MINDY3"
"8490","PTER"
"8491","RSU1"
"8492","CUBN"
"8493","TRDMT1"
"8494","VIM-AS1"
"8495","VIM"
"8496","AL133415.1"
"8497","ST8SIA6"
"8498","HACD1"
"8499","STAM-AS1"
"8500","STAM"
"8501","TMEM236"
"8502","MRC1"
"8503","CACNB2"
"8504","AL450384.2"
"8505","NSUN6"
"8506","ARL5B"
"8507","NEBL"
"8508","MLLT10"
"8509","DNAJC1"
"8510","COMMD3"
"8511","BMI1"
"8512","PIP4K2A"
"8513","MSRB2"
"8514","AL606469.1"
"8515","OTUD1"
"8516","KIAA1217"
"8517","ARHGAP21"
"8518","PRTFDC1"
"8519","ENKUR"
"8520","THNSL1"
"8521","APBB1IP"
"8522","PDSS1"
"8523","ABI1"
"8524","ANKRD26"
"8525","YME1L1"
"8526","MASTL"
"8527","ACBD5"
"8528","AL160291.1"
"8529","RAB18"
"8530","MPP7"
"8531","AC022021.1"
"8532","WAC-AS1"
"8533","WAC"
"8534","BAMBI"
"8535","SVIL"
"8536","MTPAP"
"8537","MAP3K8"
"8538","ZNF438"
"8539","ZEB1-AS1"
"8540","ZEB1"
"8541","ARHGAP12"
"8542","KIF5B"
"8543","EPC1"
"8544","AL391839.2"
"8545","CCDC7"
"8546","AL365203.2"
"8547","ITGB1"
"8548","ITGB1-DT"
"8549","AL121748.1"
"8550","NRP1"
"8551","PARD3"
"8552","CUL2"
"8553","AL392046.1"
"8554","CREM"
"8555","CCNY"
"8556","AL117336.3"
"8557","ZNF248"
"8558","AL135791.1"
"8559","ZNF25"
"8560","ZNF33A"
"8561","ZNF37A"
"8562","AL117339.5"
"8563","ZNF33B"
"8564","BMS1"
"8565","AC010864.1"
"8566","CSGALNACT2"
"8567","RASGEF1A"
"8568","HNRNPF"
"8569","AL450326.1"
"8570","ZNF487"
"8571","ZNF239"
"8572","ZNF485"
"8573","ZNF32"
"8574","CXCL12"
"8575","RASSF4"
"8576","ZNF22"
"8577","ALOX5"
"8578","MARCH8"
"8579","ZFAND4"
"8580","WASHC2C"
"8581","AGAP4"
"8582","TIMM23"
"8583","NCOA4"
"8584","AGAP9"
"8585","MAPK8"
"8586","ARHGAP22"
"8587","WDFY4"
"8588","VSTM4"
"8589","TMEM273"
"8590","ERCC6"
"8591","PARG"
"8592","TIMM23B"
"8593","AGAP6"
"8594","WASHC2A"
"8595","SGMS1"
"8596","SGMS1-AS1"
"8597","ASAH2B"
"8598","CSTF2T"
"8599","ZWINT"
"8600","IPMK"
"8601","CISD1"
"8602","UBE2D1"
"8603","TFAM"
"8604","FAM13C"
"8605","CCDC6"
"8606","ANK3"
"8607","CDK1"
"8608","ARID5B"
"8609","RTKN2"
"8610","ZNF365"
"8611","ADO"
"8612","EGR2"
"8613","NRBF2"
"8614","JMJD1C"
"8615","JMJD1C-AS1"
"8616","REEP3"
"8617","AL133551.1"
"8618","SIRT1"
"8619","HERC4"
"8620","PBLD"
"8621","HNRNPH3"
"8622","RUFY2"
"8623","DNA2"
"8624","SLC25A16"
"8625","TET1"
"8626","CCAR1"
"8627","STOX1"
"8628","DDX50"
"8629","DDX21"
"8630","KIF1BP"
"8631","SRGN"
"8632","VPS26A"
"8633","SUPV3L1"
"8634","HKDC1"
"8635","HK1"
"8636","TSPAN15"
"8637","AL450311.2"
"8638","FAM241B"
"8639","H2AFY2"
"8640","AIFM2"
"8641","TYSND1"
"8642","SAR1A"
"8643","PPA1"
"8644","LRRC20"
"8645","EIF4EBP2"
"8646","PALD1"
"8647","PRF1"
"8648","SGPL1"
"8649","PCBD1"
"8650","UNC5B"
"8651","SLC29A3"
"8652","CDH23"
"8653","VSIR"
"8654","PSAP"
"8655","CHST3"
"8656","SPOCK2"
"8657","ASCC1"
"8658","ANAPC16"
"8659","DDIT4"
"8660","DDIT4-AS1"
"8661","DNAJB12"
"8662","MICU1"
"8663","MCU"
"8664","P4HA1"
"8665","NUDT13"
"8666","ECD"
"8667","FAM149B1"
"8668","DNAJC9"
"8669","MRPS16"
"8670","AC016394.1"
"8671","CFAP70"
"8672","ANXA7"
"8673","MSS51"
"8674","PPP3CB"
"8675","USP54"
"8676","AC073389.1"
"8677","AGAP5"
"8678","SEC24C"
"8679","FUT11"
"8680","CHCHD1"
"8681","ZSWIM8"
"8682","NDST2"
"8683","CAMK2G"
"8684","PLAU"
"8685","VCL"
"8686","AP3M1"
"8687","ADK"
"8688","KAT6B"
"8689","SAMD8"
"8690","VDAC2"
"8691","COMTD1"
"8692","ZNF503"
"8693","DLG5"
"8694","POLR3A"
"8695","RPS24"
"8696","ZMIZ1"
"8697","PPIF"
"8698","ZCCHC24"
"8699","AL132656.2"
"8700","NUTM2B-AS1"
"8701","NUTM2B"
"8702","AL135925.1"
"8703","TMEM254-AS1"
"8704","TMEM254"
"8705","ANXA11"
"8706","FAM213A"
"8707","TSPAN14"
"8708","AC021028.1"
"8709","AL603756.1"
"8710","GHITM"
"8711","CDHR1"
"8712","CCSER2"
"8713","WAPL"
"8714","AL731569.1"
"8715","BMPR1A"
"8716","GLUD1"
"8717","SHLD2"
"8718","NUTM2A-AS1"
"8719","NUTM2D"
"8720","MINPP1"
"8721","ATAD1"
"8722","PTEN"
"8723","RNLS"
"8724","ANKRD22"
"8725","STAMBPL1"
"8726","ACTA2"
"8727","FAS"
"8728","CH25H"
"8729","LIPA"
"8730","IFIT2"
"8731","IFIT3"
"8732","IFIT1"
"8733","IFIT5"
"8734","PANK1"
"8735","KIF20B"
"8736","RPP30"
"8737","PCGF5"
"8738","HECTD2"
"8739","TNKS2-AS1"
"8740","TNKS2"
"8741","FGFBP3"
"8742","AL359198.1"
"8743","BTAF1"
"8744","CPEB3"
"8745","MARCH5"
"8746","IDE"
"8747","KIF11"
"8748","HHEX"
"8749","EXOC6"
"8750","MYOF"
"8751","CEP55"
"8752","FRA10AC1"
"8753","SLC35G1"
"8754","PLCE1"
"8755","NOC3L"
"8756","HELLS"
"8757","PDLIM1"
"8758","SORBS1"
"8759","ALDH18A1"
"8760","TCTN3"
"8761","ENTPD1"
"8762","ENTPD1-AS1"
"8763","CCNJ"
"8764","ZNF518A"
"8765","TM9SF3"
"8766","PIK3AP1"
"8767","LCOR"
"8768","SLIT1"
"8769","ARHGAP19"
"8770","FRAT1"
"8771","FRAT2"
"8772","RRP12"
"8773","PGAM1"
"8774","EXOSC1"
"8775","ZDHHC16"
"8776","MMS19"
"8777","UBTD1"
"8778","MORN4"
"8779","PI4K2A"
"8780","AVPI1"
"8781","MARVELD1"
"8782","ZFYVE27"
"8783","LINC00866"
"8784","GOLGA7B"
"8785","R3HCC1L"
"8786","PYROXD2"
"8787","HPS1"
"8788","GOT1"
"8789","SLC25A28"
"8790","AL353719.1"
"8791","ENTPD7"
"8792","CUTC"
"8793","COX15"
"8794","ABCC2"
"8795","DNMBP"
"8796","ERLIN1"
"8797","CHUK"
"8798","CWF19L1"
"8799","BLOC1S2"
"8800","SCD"
"8801","OLMALINC"
"8802","SEC31B"
"8803","AL133352.1"
"8804","NDUFB8"
"8805","HIF1AN"
"8806","SLF2"
"8807","MRPL43"
"8808","SEMA4G"
"8809","TWNK"
"8810","LZTS2"
"8811","PDZD7"
"8812","SFXN3"
"8813","BTRC"
"8814","DPCD"
"8815","POLL"
"8816","FBXW4"
"8817","NPM3"
"8818","OGA"
"8819","ARMH3"
"8820","HPS6"
"8821","LDB1"
"8822","PPRC1"
"8823","NOLC1"
"8824","ELOVL3"
"8825","GBF1"
"8826","NFKB2"
"8827","PSD"
"8828","FBXL15"
"8829","CUEDC2"
"8830","C10orf95"
"8831","MFSD13A"
"8832","ACTR1A"
"8833","AL121928.1"
"8834","SUFU"
"8835","TRIM8"
"8836","AL391121.1"
"8837","ARL3"
"8838","SFXN2"
"8839","WBP1L"
"8840","AL358790.1"
"8841","BORCS7"
"8842","CNNM2"
"8843","NT5C2"
"8844","PCGF6"
"8845","TAF5"
"8846","ATP5MD"
"8847","PDCD11"
"8848","CALHM2"
"8849","NEURL1"
"8850","SH3PXD2A"
"8851","STN1"
"8852","SLK"
"8853","SFR1"
"8854","GSTO1"
"8855","GSTO2"
"8856","ITPRIP"
"8857","CFAP58-DT"
"8858","SORCS3"
"8859","XPNPEP1"
"8860","ADD3"
"8861","MXI1"
"8862","SMNDC1"
"8863","DUSP5"
"8864","SMC3"
"8865","RBM20"
"8866","AL136368.1"
"8867","PDCD4-AS1"
"8868","PDCD4"
"8869","BBIP1"
"8870","AL158163.2"
"8871","AL158163.1"
"8872","SHOC2"
"8873","GPAM"
"8874","ACSL5"
"8875","ZDHHC6"
"8876","VTI1A"
"8877","TCF7L2"
"8878","CASP7"
"8879","DCLRE1A"
"8880","NHLRC2"
"8881","ADRB1"
"8882","CCDC186"
"8883","AFAP1L2"
"8884","ABLIM1"
"8885","FAM160B1"
"8886","TRUB1"
"8887","HSPA12A"
"8888","SHTN1"
"8889","SLC18A2"
"8890","AL391988.1"
"8891","PDZD8"
"8892","RAB11FIP2"
"8893","FAM204A"
"8894","CACUL1"
"8895","NANOS1"
"8896","EIF3A"
"8897","FAM45A"
"8898","SFXN4"
"8899","PRDX3"
"8900","GRK5"
"8901","RGS10"
"8902","TIAL1"
"8903","BAG3"
"8904","INPP5F"
"8905","MCMBP"
"8906","SEC23IP"
"8907","WDR11-AS1"
"8908","WDR11"
"8909","FGFR2"
"8910","ATE1"
"8911","NSMCE4A"
"8912","PLEKHA1"
"8913","HTRA1"
"8914","CUZD1"
"8915","FAM24B"
"8916","C10orf88"
"8917","PSTK"
"8918","IKZF5"
"8919","ACADSB"
"8920","BUB3"
"8921","CHST15"
"8922","OAT"
"8923","LHPP"
"8924","AC068896.1"
"8925","FAM53B"
"8926","EEF1AKMT2"
"8927","ABRAXAS2"
"8928","ZRANB1"
"8929","CTBP2"
"8930","AL731571.1"
"8931","AL158835.1"
"8932","EDRF1"
"8933","EDRF1-AS1"
"8934","UROS"
"8935","BCCIP"
"8936","DHX32"
"8937","FANK1"
"8938","ADAM12"
"8939","PTPRE"
"8940","MKI67"
"8941","AL390763.2"
"8942","MGMT"
"8943","C10orf143"
"8944","GLRX3"
"8945","TCERG1L"
"8946","PPP2R2D"
"8947","BNIP3"
"8948","DPYSL4"
"8949","STK32C"
"8950","LRRC27"
"8951","PWWP2B"
"8952","C10orf91"
"8953","INPP5A"
"8954","ADAM8"
"8955","TUBGCP2"
"8956","ZNF511"
"8957","CALY"
"8958","FUOM"
"8959","ECHS1"
"8960","PAOX"
"8961","MTG1"
"8962","SCART1"
"8963","IQSEC3"
"8964","KDM5A"
"8965","CCDC77"
"8966","B4GALNT3"
"8967","NINJ2"
"8968","AC021054.1"
"8969","WNK1"
"8970","RAD52"
"8971","AC004803.1"
"8972","ERC1"
"8973","WNT5B"
"8974","FBXL14"
"8975","ADIPOR2"
"8976","CACNA2D4"
"8977","DCP1B"
"8978","CACNA1C"
"8979","CACNA1C-AS1"
"8980","FKBP4"
"8981","ITFG2-AS1"
"8982","ITFG2"
"8983","FOXM1"
"8984","RHNO1"
"8985","TULP3"
"8986","TSPAN9"
"8987","CRACR2A"
"8988","PARP11"
"8989","AC005842.1"
"8990","CCND2"
"8991","TIGAR"
"8992","C12orf4"
"8993","RAD51AP1"
"8994","DYRK4"
"8995","NDUFA9"
"8996","GALNT8"
"8997","CD9"
"8998","TNFRSF1A"
"8999","SCNN1A"
"9000","CD27"
"9001","TAPBPL"
"9002","VAMP1"
"9003","MRPL51"
"9004","NCAPD2"
"9005","GAPDH"
"9006","AC006064.4"
"9007","IFFO1"
"9008","NOP2"
"9009","CHD4"
"9010","LPAR5"
"9011","ACRBP"
"9012","ING4"
"9013","ZNF384"
"9014","PIANP"
"9015","COPS7A"
"9016","MLF2"
"9017","PTMS"
"9018","LAG3"
"9019","CD4"
"9020","P3H3"
"9021","CDCA3"
"9022","USP5"
"9023","TPI1"
"9024","SPSB2"
"9025","LRRC23"
"9026","ENO2"
"9027","ATN1"
"9028","C12orf57"
"9029","U47924.2"
"9030","PTPN6"
"9031","PHB2"
"9032","EMG1"
"9033","LPCAT3"
"9034","C1R"
"9035","C1RL"
"9036","C1RL-AS1"
"9037","AC018653.3"
"9038","CLSTN3"
"9039","PEX5"
"9040","SLC2A3"
"9041","FOXJ2"
"9042","C3AR1"
"9043","NECAP1"
"9044","FAM66C"
"9045","LINC00937"
"9046","RIMKLB"
"9047","AC092490.1"
"9048","PHC1"
"9049","M6PR"
"9050","KLRG1"
"9051","A2M-AS1"
"9052","A2M"
"9053","LINC00987"
"9054","KLRB1"
"9055","CLEC2D"
"9056","LINC02390"
"9057","CLECL1"
"9058","CD69"
"9059","KLRF1"
"9060","CLEC2B"
"9061","AC091814.1"
"9062","CLEC12A-AS1"
"9063","CLEC12A"
"9064","CLEC7A"
"9065","GABARAPL1"
"9066","KLRD1"
"9067","AC022075.1"
"9068","KLRK1"
"9069","KLRC4-KLRK1"
"9070","KLRC4"
"9071","AC068775.1"
"9072","KLRC3"
"9073","KLRC2"
"9074","KLRC1"
"9075","EIF2S3B"
"9076","LINC02446"
"9077","MAGOHB"
"9078","STYK1"
"9079","YBX3"
"9080","PRH1"
"9081","AC018630.2"
"9082","TAS2R14"
"9083","TAS2R30"
"9084","SMIM10L1"
"9085","LINC01252"
"9086","ETV6"
"9087","BCL2L14"
"9088","LRP6"
"9089","MANSC1"
"9090","LOH12CR2"
"9091","BORCS5"
"9092","DUSP16"
"9093","CREBL2"
"9094","GPR19"
"9095","CDKN1B"
"9096","APOLD1"
"9097","DDX47"
"9098","GPRC5D-AS1"
"9099","HEBP1"
"9100","FAM234B"
"9101","EMP1"
"9102","AC092112.1"
"9103","ATF7IP"
"9104","PLBD1"
"9105","HIST4H4"
"9106","H2AFJ"
"9107","WBP11"
"9108","C12orf60"
"9109","MGP"
"9110","ERP27"
"9111","ARHGDIB"
"9112","PTPRO"
"9113","EPS8"
"9114","STRAP"
"9115","DERA"
"9116","PLEKHA5"
"9117","AEBP2"
"9118","PYROXD1"
"9119","RECQL"
"9120","GOLT1B"
"9121","LDHB"
"9122","CMAS"
"9123","ST8SIA1"
"9124","C2CD5"
"9125","AC087241.3"
"9126","ETNK1"
"9127","BCAT1"
"9128","LRMP"
"9129","CASC1"
"9130","ETFRF1"
"9131","KRAS"
"9132","AC087239.1"
"9133","RASSF8-AS1"
"9134","RASSF8"
"9135","BHLHE41"
"9136","SSPN"
"9137","ITPR2"
"9138","INTS13"
"9139","FGFR1OP2"
"9140","TM7SF3"
"9141","MED21"
"9142","AC092747.4"
"9143","STK38L"
"9144","ARNTL2"
"9145","PPFIBP1"
"9146","AC009509.1"
"9147","MRPS35"
"9148","KLHL42"
"9149","CCDC91"
"9150","AC022364.1"
"9151","FAR2"
"9152","AC009318.1"
"9153","ERGIC2"
"9154","OVCH1-AS1"
"9155","IPO8"
"9156","CAPRIN2"
"9157","AC010198.1"
"9158","DDX11-AS1"
"9159","DDX11"
"9160","SINHCAF"
"9161","AC024940.1"
"9162","ETFBKMT"
"9163","AMN1"
"9164","AC023157.3"
"9165","KIAA1551"
"9166","AC016957.2"
"9167","BICD1"
"9168","FGD4"
"9169","DNM1L"
"9170","AC084824.5"
"9171","YARS2"
"9172","ALG10"
"9173","ALG10B"
"9174","CPNE8"
"9175","KIF21A"
"9176","ABCD2"
"9177","C12orf40"
"9178","SLC2A13"
"9179","GXYLT1"
"9180","YAF2"
"9181","PPHLN1"
"9182","ZCRB1"
"9183","PUS7L"
"9184","IRAK4"
"9185","TWF1"
"9186","TMEM117"
"9187","NELL2"
"9188","ANO6"
"9189","AC008124.1"
"9190","ARID2"
"9191","SCAF11"
"9192","SLC38A1"
"9193","SLC38A2"
"9194","AC008014.1"
"9195","AC008035.1"
"9196","AMIGO2"
"9197","PCED1B"
"9198","AC008083.2"
"9199","LINC02416"
"9200","RPAP3"
"9201","AC004241.1"
"9202","SLC48A1"
"9203","HDAC7"
"9204","VDR"
"9205","TMEM106C"
"9206","SENP1"
"9207","PFKM"
"9208","ASB8"
"9209","CCDC184"
"9210","AC024257.3"
"9211","ZNF641"
"9212","KANSL2"
"9213","CCNT1"
"9214","CACNB3"
"9215","DDX23"
"9216","RND1"
"9217","CCDC65"
"9218","FKBP11"
"9219","ARF3"
"9220","WNT10B"
"9221","WNT1"
"9222","DDN"
"9223","DDN-AS1"
"9224","PRKAG1"
"9225","KMT2D"
"9226","RHEBL1"
"9227","LMBR1L"
"9228","AC011603.2"
"9229","TUBA1B"
"9230","TUBA1A"
"9231","TUBA1C"
"9232","AC125611.3"
"9233","TROAP"
"9234","SPATS2"
"9235","KCNH3"
"9236","MCRS1"
"9237","PRPF40B"
"9238","FMNL3"
"9239","TMBIM6"
"9240","NCKAP5L"
"9241","BCDIN3D"
"9242","FAIM2"
"9243","RACGAP1"
"9244","ASIC1"
"9245","SMARCD1"
"9246","COX14"
"9247","AC074032.1"
"9248","CERS5"
"9249","LIMA1"
"9250","LARP4"
"9251","DIP2B"
"9252","ATF1"
"9253","METTL7A"
"9254","SLC11A2"
"9255","LETMD1"
"9256","CSRNP2"
"9257","TFCP2"
"9258","POU6F1"
"9259","DAZAP2"
"9260","SMAGP"
"9261","BIN2"
"9262","CELA1"
"9263","GALNT6"
"9264","SLC4A8"
"9265","SCN8A"
"9266","FIGNL2"
"9267","ACVR1B"
"9268","GRASP"
"9269","NR4A1"
"9270","AC025259.3"
"9271","ATG101"
"9272","KRT86"
"9273","KRT81"
"9274","KRT72"
"9275","KRT73-AS1"
"9276","KRT73"
"9277","KRT2"
"9278","KRT1"
"9279","KRT18"
"9280","EIF4B"
"9281","AC068888.1"
"9282","TNS2"
"9283","SPRYD3"
"9284","IGFBP6"
"9285","SOAT2"
"9286","CSAD"
"9287","ZNF740"
"9288","ITGB7"
"9289","RARG"
"9290","MFSD5"
"9291","ESPL1"
"9292","PFDN5"
"9293","AC073611.1"
"9294","C12orf10"
"9295","AAAS"
"9296","SP1"
"9297","PRR13"
"9298","PCBP2"
"9299","MAP3K12"
"9300","AC023509.4"
"9301","TARBP2"
"9302","AC023509.3"
"9303","ATF7"
"9304","AC023509.2"
"9305","ATP5MC2"
"9306","CALCOCO1"
"9307","HOXC10"
"9308","HOXC4"
"9309","SMUG1"
"9310","LINC02381"
"9311","CBX5"
"9312","HNRNPA1"
"9313","COPZ1"
"9314","AC079313.2"
"9315","GPR84"
"9316","ZNF385A"
"9317","ITGA5"
"9318","GTSF1"
"9319","NCKAP1L"
"9320","PDE1B"
"9321","TESPA1"
"9322","METTL7B"
"9323","ITGA7"
"9324","AC009779.3"
"9325","BLOC1S1"
"9326","CD63"
"9327","AC009779.2"
"9328","GDF11"
"9329","SARNP"
"9330","AC023055.1"
"9331","ORMDL2"
"9332","DNAJC14"
"9333","MMP19"
"9334","PYM1"
"9335","DGKA"
"9336","CDK2"
"9337","RAB5B"
"9338","SUOX"
"9339","IKZF4"
"9340","AC034102.3"
"9341","RPS26"
"9342","ERBB3"
"9343","PA2G4"
"9344","RPL41"
"9345","ZC3H10"
"9346","ESYT1"
"9347","AC034102.6"
"9348","MYL6B"
"9349","MYL6"
"9350","SMARCC2"
"9351","RNF41"
"9352","NABP2"
"9353","ANKRD52"
"9354","COQ10A"
"9355","CS"
"9356","AC073896.2"
"9357","CNPY2"
"9358","PAN2"
"9359","IL23A"
"9360","STAT2"
"9361","TIMELESS"
"9362","SPRYD4"
"9363","GLS2"
"9364","RBMS2"
"9365","BAZ2A"
"9366","ATP5F1B"
"9367","PTGES3"
"9368","NACA"
"9369","PRIM1"
"9370","HSD17B6"
"9371","RDH16"
"9372","ZBTB39"
"9373","NEMP1"
"9374","NAB2"
"9375","STAT6"
"9376","LRP1"
"9377","NXPH4"
"9378","SHMT2"
"9379","NDUFA4L2"
"9380","STAC3"
"9381","R3HDM2"
"9382","AC126614.1"
"9383","ARHGAP9"
"9384","MARS"
"9385","DDIT3"
"9386","MBD6"
"9387","DCTN2"
"9388","KIF5A"
"9389","PIP4K2C"
"9390","DTX3"
"9391","B4GALNT1"
"9392","OS9"
"9393","AC025165.2"
"9394","AGAP2"
"9395","AGAP2-AS1"
"9396","TSPAN31"
"9397","CDK4"
"9398","MARCH9"
"9399","CYP27B1"
"9400","METTL1"
"9401","EEF1AKMT3"
"9402","TSFM"
"9403","AVIL"
"9404","CTDSP2"
"9405","AC084033.3"
"9406","ATP23"
"9407","SLC16A7"
"9408","FAM19A2"
"9409","USP15"
"9410","MON2"
"9411","LINC01465"
"9412","AC048341.1"
"9413","AC048341.2"
"9414","DPY19L2"
"9415","RXYLT1"
"9416","SRGAP1"
"9417","C12orf66"
"9418","XPOT"
"9419","AC135279.3"
"9420","TBK1"
"9421","RASSF3"
"9422","GNS"
"9423","LEMD3"
"9424","LLPH"
"9425","LLPH-DT"
"9426","TMBIM4"
"9427","IRAK3"
"9428","HELB"
"9429","CAND1"
"9430","DYRK2"
"9431","IFNG-AS1"
"9432","IFNG"
"9433","IL22"
"9434","MDM1"
"9435","LINC02384"
"9436","RAP1B"
"9437","AC090061.1"
"9438","NUP107"
"9439","SLC35E3"
"9440","MDM2"
"9441","AC025423.4"
"9442","CPM"
"9443","CPSF6"
"9444","AC020656.2"
"9445","LYZ"
"9446","YEATS4"
"9447","FRS2"
"9448","CCT2"
"9449","RAB3IP"
"9450","AC025159.1"
"9451","CNOT2"
"9452","KCNMB4"
"9453","ZFC3H1"
"9454","THAP2"
"9455","TMEM19"
"9456","RAB21"
"9457","TBC1D15"
"9458","ATXN7L3B"
"9459","AC025257.1"
"9460","CAPS2"
"9461","GLIPR1L2"
"9462","GLIPR1"
"9463","AC121761.1"
"9464","KRR1"
"9465","PHLDA1"
"9466","AC011611.3"
"9467","AC011611.4"
"9468","NAP1L1"
"9469","BBS10"
"9470","OSBPL8"
"9471","ZDHHC17"
"9472","CSRP2"
"9473","E2F7"
"9474","PPP1R12A"
"9475","LIN7A"
"9476","CCDC59"
"9477","METTL25"
"9478","TMTC2"
"9479","C12orf29"
"9480","CEP290"
"9481","TMTC3"
"9482","DUSP6"
"9483","AC024909.2"
"9484","POC1B"
"9485","GALNT4"
"9486","POC1B-GALNT4"
"9487","POC1B-AS1"
"9488","ATP2B1"
"9489","ATP2B1-AS1"
"9490","BTG1"
"9491","AC025164.1"
"9492","LINC02391"
"9493","EEA1"
"9494","NUDT4"
"9495","UBE2N"
"9496","MRPL42"
"9497","SOCS2"
"9498","CRADD"
"9499","PLXNC1"
"9500","CEP83"
"9501","CEP83-DT"
"9502","TMCC3"
"9503","NDUFA12"
"9504","NR2C1"
"9505","FGD6"
"9506","VEZT"
"9507","METAP2"
"9508","USP44"
"9509","NTN4"
"9510","SNRPF"
"9511","CCDC38"
"9512","AMDHD1"
"9513","LTA4H"
"9514","ELK3"
"9515","CDK17"
"9516","CFAP54"
"9517","NEDD1"
"9518","LINC02453"
"9519","TMPO-AS1"
"9520","TMPO"
"9521","SLC25A3"
"9522","IKBIP"
"9523","APAF1"
"9524","ANKS1B"
"9525","UHRF1BP1L"
"9526","ACTR6"
"9527","SCYL2"
"9528","GAS2L3"
"9529","UTP20"
"9530","ARL1"
"9531","CHPT1"
"9532","SYCP3"
"9533","GNPTAB"
"9534","DRAM1"
"9535","WASHC3"
"9536","NUP37"
"9537","PARPBP"
"9538","PMCH"
"9539","IGF1"
"9540","ASCL1"
"9541","C12orf42"
"9542","NT5DC3"
"9543","HSP90B1"
"9544","C12orf73"
"9545","TDG"
"9546","HCFC2"
"9547","NFYB"
"9548","TXNRD1"
"9549","EID3"
