"","x"
"10564","CYB5R2"
"10565","EIF3F"
"10566","TUB"
"10567","RIC3"
"10568","AC091013.1"
"10569","LMO1"
"10570","STK33"
"10571","TRIM66"
"10572","RPL27A"
"10573","ST5"
"10574","AC091053.1"
"10575","AC026894.1"
"10576","AKIP1"
"10577","TMEM9B"
"10578","TMEM9B-AS1"
"10579","NRIP3"
"10580","SCUBE2"
"10581","DENND5A"
"10582","TMEM41B"
"10583","IPO7"
"10584","AC132192.1"
"10585","AC132192.2"
"10586","ZNF143"
"10587","WEE1"
"10588","SWAP70"
"10589","AC026250.1"
"10590","SBF2-AS1"
"10591","SBF2"
"10592","AC011092.2"
"10593","ADM"
"10594","AMPD3"
"10595","MTRNR2L8"
"10596","RNF141"
"10597","MRVI1-AS1"
"10598","LYVE1"
"10599","MRVI1"
"10600","CTR9"
"10601","EIF4G2"
"10602","AC116535.1"
"10603","ZBED5"
"10604","ZBED5-AS1"
"10605","GALNT18"
"10606","CSNK2A3"
"10607","AC104031.1"
"10608","USP47"
"10609","DKK3"
"10610","MICAL2"
"10611","PARVA"
"10612","TEAD1"
"10613","AC013549.1"
"10614","LINC00958"
"10615","RASSF10"
"10616","ARNTL"
"10617","BTBD10"
"10618","FAR1"
"10619","SPON1"
"10620","RRAS2"
"10621","COPB1"
"10622","AC018523.2"
"10623","PSMA1"
"10624","PDE3B"
"10625","CYP2R1"
"10626","INSC"
"10627","SOX6"
"10628","C11orf58"
"10629","PLEKHA7"
"10630","RPS13"
"10631","PIK3C2A"
"10632","NUCB2"
"10633","NCR3LG1"
"10634","AC124798.1"
"10635","KCNJ11"
"10636","ABCC8"
"10637","USH1C"
"10638","KCNC1"
"10639","SERGEF"
"10640","TPH1"
"10641","SAAL1"
"10642","SAA2"
"10643","SAA1"
"10644","HPS5"
"10645","GTF2H1"
"10646","LDHA"
"10647","LDHC"
"10648","LDHAL6A"
"10649","TSG101"
"10650","UEVLD"
"10651","SPTY2D1OS"
"10652","SPTY2D1"
"10653","TMEM86A"
"10654","IGSF22"
"10655","ZDHHC13"
"10656","E2F8"
"10657","NAV2"
"10658","AC009549.1"
"10659","NAV2-AS3"
"10660","NAV2-AS2"
"10661","NAV2-AS1"
"10662","HTATIP2"
"10663","PRMT3"
"10664","ANO5"
"10665","FANCF"
"10666","GAS2"
"10667","SVIP"
"10668","AC006299.1"
"10669","LUZP2"
"10670","ANO3"
"10671","SLC5A12"
"10672","FIBIN"
"10673","BBOX1"
"10674","CCDC34"
"10675","LGR4"
"10676","AC100771.2"
"10677","LIN7C"
"10678","BDNF-AS"
"10679","BDNF"
"10680","KIF18A"
"10681","METTL15"
"10682","AC090833.1"
"10683","ARL14EP"
"10684","MPPED2"
"10685","AL136088.1"
"10686","DCDC1"
"10687","DNAJC24"
"10688","IMMP1L"
"10689","ELP4"
"10690","PAX6"
"10691","RCN1"
"10692","EIF3M"
"10693","PRRG4"
"10694","QSER1"
"10695","DEPDC7"
"10696","TCP11L1"
"10697","LINC00294"
"10698","CSTF3"
"10699","CSTF3-DT"
"10700","HIPK3"
"10701","KIAA1549L"
"10702","AL049629.1"
"10703","AL049629.2"
"10704","C11orf91"
"10705","CD59"
"10706","FBXO3"
"10707","LMO2"
"10708","CAPRIN1"
"10709","NAT10"
"10710","ABTB2"
"10711","CAT"
"10712","APIP"
"10713","PDHX"
"10714","CD44"
"10715","SLC1A2"
"10716","AC090625.2"
"10717","PAMR1"
"10718","FJX1"
"10719","TRIM44"
"10720","AC090692.1"
"10721","LDLRAD3"
"10722","COMMD9"
"10723","PRR5L"
"10724","TRAF6"
"10725","RAG1"
"10726","C11orf74"
"10727","LRRC4C"
"10728","API5"
"10729","TTC17"
"10730","HSD17B12"
"10731","AC087521.2"
"10732","ALKBH3"
"10733","ALKBH3-AS1"
"10734","C11orf96"
"10735","AC087521.1"
"10736","ACCS"
"10737","EXT2"
"10738","ALX4"
"10739","CD82"
"10740","TSPAN18"
"10741","TP53I11"
"10742","PRDM11"
"10743","AC103736.1"
"10744","CHST1"
"10745","AC044839.1"
"10746","SLC35C1"
"10747","CRY2"
"10748","MAPK8IP1"
"10749","AC068385.1"
"10750","PEX16"
"10751","PHF21A"
"10752","CREB3L1"
"10753","DGKZ"
"10754","MDK"
"10755","AMBRA1"
"10756","HARBI1"
"10757","ATG13"
"10758","ARHGAP1"
"10759","ZNF408"
"10760","CKAP5"
"10761","LRP4-AS1"
"10762","LRP4"
"10763","C11orf49"
"10764","AC090589.2"
"10765","ARFGAP2"
"10766","PACSIN3"
"10767","DDB2"
"10768","ACP2"
"10769","NR1H3"
"10770","MADD"
"10771","SPI1"
"10772","SLC39A13"
"10773","PSMC3"
"10774","RAPSN"
"10775","CELF1"
"10776","NDUFS3"
"10777","PTPMT1"
"10778","KBTBD4"
"10779","KF459542.1"
"10780","C1QTNF4"
"10781","MTCH2"
"10782","AGBL2"
"10783","FNBP4"
"10784","NUP160"
"10785","PTPRJ"
"10786","FOLH1"
"10787","LRRC55"
"10788","APLNR"
"10789","TNKS1BP1"
"10790","SSRP1"
"10791","SLC43A3"
"10792","RTN4RL2"
"10793","SLC43A1"
"10794","TIMM10"
"10795","UBE2L6"
"10796","SERPING1"
"10797","YPEL4"
"10798","CLP1"
"10799","ZDHHC5"
"10800","MED19"
"10801","TMX2"
"10802","TMX2-CTNND1"
"10803","SELENOH"
"10804","BTBD18"
"10805","CTNND1"
"10806","LPXN"
"10807","ZFP91"
"10808","AP001350.1"
"10809","CNTF"
"10810","GLYATL2"
"10811","FAM111B"
"10812","FAM111A-DT"
"10813","FAM111A"
"10814","DTX4"
"10815","MPEG1"
"10816","AP000442.1"
"10817","OSBP"
"10818","AP000442.2"
"10819","PATL1"
"10820","STX3"
"10821","MRPL16"
"10822","MS4A6A"
"10823","MS4A4A"
"10824","MS4A6E"
"10825","MS4A7"
"10826","MS4A14"
"10827","CCDC86"
"10828","PTGDR2"
"10829","ZP1"
"10830","PRPF19"
"10831","TMEM109"
"10832","AP003721.1"
"10833","TMEM132A"
"10834","SLC15A3"
"10835","VPS37C"
"10836","PGA3"
"10837","VWCE"
"10838","DDB1"
"10839","TKFC"
"10840","CYB561A3"
"10841","TMEM138"
"10842","TMEM216"
"10843","CPSF7"
"10844","AP003108.2"
"10845","SDHAF2"
"10846","PPP1R32"
"10847","LRRC10B"
"10848","SYT7"
"10849","AP003559.1"
"10850","DAGLA"
"10851","MYRF"
"10852","TMEM258"
"10853","FEN1"
"10854","FADS2"
"10855","FADS1"
"10856","FADS3"
"10857","RAB3IL1"
"10858","BEST1"
"10859","FTH1"
"10860","INCENP"
"10861","AP003306.2"
"10862","ASRGL1"
"10863","SCGB1A1"
"10864","AHNAK"
"10865","EEF1G"
"10866","AP002990.1"
"10867","TUT1"
"10868","MTA2"
"10869","EML3"
"10870","ROM1"
"10871","B3GAT3"
"10872","GANAB"
"10873","INTS5"
"10874","C11orf98"
"10875","LBHD1"
"10876","CSKMT"
"10877","UQCC3"
"10878","UBXN1"
"10879","LRRN4CL"
"10880","BSCL2"
"10881","GNG3"
"10882","HNRNPUL2"
"10883","TTC9C"
"10884","ZBTB3"
"10885","POLR2G"
"10886","AP001160.2"
"10887","TAF6L"
"10888","TMEM223"
"10889","AP001160.3"
"10890","TMEM179B"
"10891","NXF1"
"10892","STX5"
"10893","AP001160.1"
"10894","WDR74"
"10895","SLC3A2"
"10896","HRASLS5"
"10897","RARRES3"
"10898","HRASLS2"
"10899","PLA2G16"
"10900","ATL3"
"10901","RTN3"
"10902","C11orf95"
"10903","SPINDOC"
"10904","MARK2"
"10905","RCOR2"
"10906","NAA40"
"10907","COX8A"
"10908","OTUB1"
"10909","MACROD1"
"10910","AP000721.2"
"10911","AP006333.2"
"10912","FLRT1"
"10913","AP006333.1"
"10914","STIP1"
"10915","FERMT3"
"10916","TRPT1"
"10917","NUDT22"
"10918","AP001453.1"
"10919","DNAJC4"
"10920","VEGFB"
"10921","FKBP2"
"10922","PPP1R14B"
"10923","AP001453.2"
"10924","AP001453.4"
"10925","PLCB3"
"10926","BAD"
"10927","GPR137"
"10928","KCNK4"
"10929","CATSPERZ"
"10930","ESRRA"
"10931","TRMT112"
"10932","PRDX5"
"10933","CCDC88B"
"10934","RPS6KA4"
"10935","AP003774.1"
"10936","NRXN2"
"10937","RASGRP2"
"10938","PYGM"
"10939","SF1"
"10940","AP001462.1"
"10941","MAP4K2"
"10942","MEN1"
"10943","CDC42BPG"
"10944","EHD1"
"10945","MIR194-2HG"
"10946","ATG2A"
"10947","PPP2R5B"
"10948","BATF2"
"10949","ARL2"
"10950","SNX15"
"10951","SAC3D1"
"10952","NAALADL1"
"10953","CDCA5"
"10954","ZFPL1"
"10955","TMEM262"
"10956","VPS51"
"10957","TM7SF2"
"10958","ZNHIT2"
"10959","FAU"
"10960","SYVN1"
"10961","MRPL49"
"10962","AP003068.2"
"10963","CAPN1"
"10964","POLA2"
"10965","CDC42EP2"
"10966","DPF2"
"10967","TIGD3"
"10968","SLC25A45"
"10969","FRMD8"
"10970","NEAT1"
"10971","MALAT1"
"10972","AP000769.2"
"10973","SCYL1"
"10974","LTBP3"
"10975","SSSCA1"
"10976","FAM89B"
"10977","EHBP1L1"
"10978","KCNK7"
"10979","MAP3K11"
"10980","PCNX3"
"10981","SIPA1"
"10982","RELA"
"10983","KAT5"
"10984","RNASEH2C"
"10985","AP5B1"
"10986","OVOL1"
"10987","AP001266.1"
"10988","CFL1"
"10989","SNX32"
"10990","MUS81"
"10991","EFEMP2"
"10992","CTSW"
"10993","FIBP"
"10994","CCDC85B"
"10995","FOSL1"
"10996","C11orf68"
"10997","DRAP1"
"10998","SART1"
"10999","EIF1AD"
"11000","BANF1"
"11001","CST6"
"11002","CATSPER1"
"11003","GAL3ST3"
"11004","SF3B2"
"11005","PACS1"
"11006","AP000759.1"
"11007","KLC2"
"11008","AP001107.4"
"11009","RAB1B"
"11010","AP001107.1"
"11011","AP001107.2"
"11012","CNIH2"
"11013","YIF1A"
"11014","TMEM151A"
"11015","CD248"
"11016","RIN1"
"11017","BRMS1"
"11018","B4GAT1"
"11019","AP001107.9"
"11020","SLC29A2"
"11021","NPAS4"
"11022","MRPL11"
"11023","PELI3"
"11024","AP002748.3"
"11025","DPP3"
"11026","BBS1"
"11027","ZDHHC24"
"11028","CTSF"
"11029","CCDC87"
"11030","CCS"
"11031","RBM14"
"11032","RBM14-RBM4"
"11033","RBM4"
"11034","RBM4B"
"11035","AP001157.1"
"11036","SPTBN2"
"11037","C11orf80"
"11038","RCE1"
"11039","PC"
"11040","LRFN4"
"11041","SYT12"
"11042","RHOD"
"11043","KDM2A"
"11044","GRK2"
"11045","ANKRD13D"
"11046","SSH3"
"11047","RAD9A"
"11048","POLD4"
"11049","AP003419.2"
"11050","CLCF1"
"11051","AP003419.3"
"11052","PPP1CA"
"11053","TBC1D10C"
"11054","CARNS1"
"11055","RPS6KB2"
"11056","CORO1B"
"11057","CABP4"
"11058","TMEM134"
"11059","AIP"
"11060","PITPNM1"
"11061","CDK2AP2"
"11062","GSTP1"
"11063","NDUFV1"
"11064","NUDT8"
"11065","ACY3"
"11066","UNC93B1"
"11067","ALDH3B1"
"11068","AC004923.4"
"11069","NDUFS8"
"11070","TCIRG1"
"11071","AP002807.1"
"11072","CHKA"
"11073","AP002992.1"
"11074","KMT5B"
"11075","C11orf24"
"11076","LRP5"
"11077","PPP6R3"
"11078","GAL"
"11079","TESMIN"
"11080","CPT1A"
"11081","AP000808.1"
"11082","MRPL21"
"11083","IGHMBP2"
"11084","MRGPRF"
"11085","TPCN2"
"11086","AP003071.1"
"11087","AP003071.5"
"11088","MYEOV"
"11089","AP005233.2"
"11090","CCND1"
"11091","ORAOV1"
"11092","FGF19"
"11093","AP003555.2"
"11094","ANO1"
"11095","FADD"
"11096","PPFIA1"
"11097","AP002336.2"
"11098","AP000487.2"
"11099","AP000487.1"
"11100","CTTN"
"11101","SHANK2"
"11102","SHANK2-AS1"
"11103","DHCR7"
"11104","AP002387.2"
"11105","NADSYN1"
"11106","FAM86C1"
"11107","ZNF705E"
"11108","AP002495.2"
"11109","RNF121"
"11110","IL18BP"
"11111","NUMA1"
"11112","AP002490.1"
"11113","LRTOMT"
"11114","LAMTOR1"
"11115","ANAPC15"
"11116","FOLR3"
"11117","FOLR1"
"11118","FOLR2"
"11119","INPPL1"
"11120","CLPB"
"11121","PDE2A"
"11122","ARAP1"
"11123","STARD10"
"11124","ATG16L2"
"11125","FCHSD2"
"11126","P2RY6"
"11127","AP002761.3"
"11128","ARHGEF17"
"11129","RELT"
"11130","AP000763.4"
"11131","FAM168A"
"11132","AP000763.3"
"11133","PLEKHB1"
"11134","RAB6A"
"11135","MRPL48"
"11136","COA4"
"11137","PAAF1"
"11138","DNAJB13"
"11139","UCP2"
"11140","UCP3"
"11141","C2CD3"
"11142","PPME1"
"11143","P4HA3"
"11144","P4HA3-AS1"
"11145","PGM2L1"
"11146","KCNE3"
"11147","LIPT2"
"11148","POLD3"
"11149","CHRDL2"
"11150","RNF169"
"11151","XRRA1"
"11152","SPCS2"
"11153","NEU3"
"11154","OR2AT4"
"11155","SLCO2B1"
"11156","ARRB1"
"11157","RPS3"
"11158","KLHL35"
"11159","GDPD5"
"11160","SERPINH1"
"11161","AP001922.5"
"11162","MAP6"
"11163","DGAT2"
"11164","AP003031.2"
"11165","UVRAG"
"11166","WNT11"
"11167","THAP12"
"11168","GVQW3"
"11169","AP002360.3"
"11170","AP002360.2"
"11171","AP002360.1"
"11172","EMSY"
"11173","LRRC32"
"11174","TSKU"
"11175","AP003119.2"
"11176","ACER3"
"11177","B3GNT6"
"11178","CAPN5"
"11179","MYO7A"
"11180","PAK1"
"11181","AP003680.1"
"11182","CLNS1A"
"11183","AQP11"
"11184","RSF1"
"11185","AAMDC"
"11186","AP002812.3"
"11187","AP002812.5"
"11188","INTS4"
"11189","KCTD14"
"11190","NDUFC2"
"11191","ALG8"
"11192","KCTD21-AS1"
"11193","KCTD21"
"11194","USP35"
"11195","GAB2"
"11196","AP003086.1"
"11197","NARS2"
"11198","TENM4"
"11199","MIR4300HG"
"11200","AP000793.1"
"11201","FAM181B"
"11202","PRCP"
"11203","DDIAS"
"11204","RAB30"
"11205","RAB30-AS1"
"11206","PCF11"
"11207","PCF11-AS1"
"11208","ANKRD42"
"11209","CCDC90B"
"11210","AP000446.1"
"11211","DLG2"
"11212","TMEM126B"
"11213","TMEM126A"
"11214","CREBZF"
"11215","CCDC89"
"11216","SYTL2"
"11217","PICALM"
"11218","EED"
"11219","HIKESHI"
"11220","CCDC81"
"11221","ME3"
"11222","AP003059.1"
"11223","PRSS23"
"11224","AP001528.2"
"11225","FZD4"
"11226","AP001528.1"
"11227","TMEM135"
"11228","RAB38"
"11229","CTSC"
"11230","NOX4"
"11231","NAALAD2"
"11232","CHORDC1"
"11233","FAT3"
"11234","AP003171.3"
"11235","SLC36A4"
"11236","SMCO4"
"11237","CEP295"
"11238","TAF1D"
"11239","C11orf54"
"11240","MED17"
"11241","PANX1"
"11242","GPR83"
"11243","MRE11"
"11244","ANKRD49"
"11245","FUT4"
"11246","PIWIL4"
"11247","AMOTL1"
"11248","CWC15"
"11249","KDM4D"
"11250","SRSF8"
"11251","ENDOD1"
"11252","AP000787.1"
"11253","SESN3"
"11254","FAM76B"
"11255","CEP57"
"11256","MTMR2"
"11257","MAML2"
"11258","CCDC82"
"11259","JRKL"
"11260","AP001351.1"
"11261","ARHGAP42"
"11262","PGR"
"11263","TRPC6"
"11264","CEP126"
"11265","CFAP300"
"11266","AP001527.2"
"11267","YAP1"
"11268","BIRC3"
"11269","BIRC2"
"11270","TMEM123"
"11271","AP001830.1"
"11272","MMP7"
"11273","DCUN1D5"
"11274","DYNC2H1"
"11275","PDGFD"
"11276","LINC02552"
"11277","CASP4"
"11278","CASP1"
"11279","CARD16"
"11280","GRIA4"
"11281","MSANTD4"
"11282","KBTBD3"
"11283","AASDHPPT"
"11284","GUCY1A2"
"11285","AP000766.1"
"11286","CWF19L2"
"11287","ALKBH8"
"11288","ELMOD1"
"11289","SLN"
"11290","SLC35F2"
"11291","RAB39A"
"11292","CUL5"
"11293","AP002433.1"
"11294","ACAT1"
"11295","NPAT"
"11296","ATM"
"11297","C11orf65"
"11298","KDELC2"
"11299","EXPH5"
"11300","DDX10"
"11301","AP003123.1"
"11302","C11orf87"
"11303","RDX"
"11304","ZC3H12C"
"11305","FDX1"
"11306","ARHGAP20"
"11307","LINC02550"
"11308","COLCA1"
"11309","COLCA2"
"11310","POU2AF1"
"11311","LAYN"
"11312","SIK2"
"11313","PPP2R1B"
"11314","AP001781.1"
"11315","ALG9"
"11316","FDXACB1"
"11317","C11orf1"
"11318","CRYAB"
"11319","HSPB2"
"11320","DIXDC1"
"11321","DLAT"
"11322","PIH1D2"
"11323","NKAPD1"
"11324","TIMM8B"
"11325","SDHD"
"11326","IL18"
"11327","TEX12"
"11328","BCO2"
"11329","PTS"
"11330","AP002884.4"
"11331","AP002884.1"
"11332","AP000802.1"
"11333","NCAM1"
"11334","NCAM1-AS1"
"11335","AP000880.1"
"11336","TTC12"
"11337","DRD2"
"11338","TMPRSS5"
"11339","ZW10"
"11340","AP003170.4"
"11341","USP28"
"11342","ZBTB16"
"11343","NNMT"
"11344","AP002518.1"
"11345","C11orf71"
"11346","RBM7"
"11347","REXO2"
"11348","CADM1"
"11349","AP000462.3"
"11350","AP000462.1"
"11351","LINC00900"
"11352","BUD13"
"11353","ZPR1"
"11354","APOA1"
"11355","SIK3"
"11356","PAFAH1B2"
"11357","SIDT2"
"11358","TAGLN"
"11359","PCSK7"
"11360","RNF214"
"11361","BACE1"
"11362","BACE1-AS"
"11363","CEP164"
"11364","DSCAML1"
"11365","FXYD2"
"11366","FXYD6-FXYD2"
"11367","AP000757.1"
"11368","FXYD6"
"11369","IL10RA"
"11370","SMIM35"
"11371","SCN4B"
"11372","SCN2B"
"11373","JAML"
"11374","MPZL3"
"11375","MPZL2"
"11376","UBE4A"
"11377","AP001267.1"
"11378","ATP5MG"
"11379","AP001267.2"
"11380","KMT2A"
"11381","AP001267.3"
"11382","TTC36"
"11383","TMEM25"
"11384","IFT46"
"11385","ARCN1"
"11386","PHLDB1"
"11387","AP000941.1"
"11388","TREH"
"11389","DDX6"
"11390","AP004609.3"
"11391","CXCR5"
"11392","BCL9L"
"11393","UPK2"
"11394","AP003392.4"
"11395","CCDC84"
"11396","AP003392.1"
"11397","RPS25"
"11398","TRAPPC4"
"11399","SLC37A4"
"11400","AP003392.3"
"11401","HYOU1"
"11402","AP003392.5"
"11403","AP003392.6"
"11404","VPS11"
"11405","HMBS"
"11406","H2AFX"
"11407","DPAGT1"
"11408","C2CD2L"
"11409","HINFP"
"11410","ABCG4"
"11411","NLRX1"
"11412","PDZD3"
"11413","CCDC153"
"11414","CBL"
"11415","MCAM"
"11416","RNF26"
"11417","C1QTNF5"
"11418","USP2"
"11419","THY1"
"11420","AP003393.1"
"11421","NECTIN1"
"11422","OAF"
"11423","POU2F3"
"11424","TMEM136"
"11425","ARHGEF12"
"11426","GRIK4"
"11427","AP004147.1"
"11428","TBCEL"
"11429","AP000646.1"
"11430","TECTA"
"11431","SC5D"
"11432","SORL1"
"11433","BLID"
"11434","UBASH3B"
"11435","CRTAM"
"11436","JHY"
"11437","HSPA8"
"11438","CLMP"
"11439","GRAMD1B"
"11440","SCN3B"
"11441","ZNF202"
"11442","OR8D4"
"11443","VWA5A"
"11444","TBRG1"
"11445","SIAE"
"11446","SPA17"
"11447","NRGN"
"11448","VSIG2"
"11449","ESAM"
"11450","AP000866.2"
"11451","MSANTD2"
"11452","AP000866.1"
"11453","ROBO3"
"11454","ROBO4"
"11455","HEPACAM"
"11456","HEPN1"
"11457","CCDC15"
"11458","SLC37A2"
"11459","TMEM218"
"11460","PKNOX2"
"11461","FEZ1"
"11462","EI24"
"11463","STT3A"
"11464","CHEK1"
"11465","ACRV1"
"11466","PATE1"
"11467","PATE2"
"11468","AP000842.3"
"11469","HYLS1"
"11470","PUS3"
"11471","DDX25"
"11472","VSIG10L2"
"11473","CDON"
"11474","RPUSD4"
"11475","AP001893.1"
"11476","FAM118B"
"11477","SRPRA"
"11478","FOXRED1"
"11479","TIRAP"
"11480","AP001318.2"
"11481","DCPS"
"11482","GSEC"
"11483","ST3GAL4"
"11484","KIRREL3"
"11485","AP001783.1"
"11486","AP002833.1"
"11487","AP003481.1"
"11488","ETS1"
"11489","FLI1"
"11490","SENCR"
"11491","KCNJ5"
"11492","C11orf45"
"11493","TP53AIP1"
"11494","ARHGAP32"
"11495","TMEM45B"
"11496","NFRKB"
"11497","PRDM10"
"11498","LINC00167"
"11499","APLP2"
"11500","ST14"
"11501","ZBTB44"
"11502","AP002986.1"
"11503","ADAMTS8"
"11504","ADAMTS15"
"11505","LINC02551"
"11506","AP003486.1"
"11507","SNX19"
"11508","NTM"
"11509","AP003025.2"
"11510","NTM-AS1"
"11511","OPCML"
"11512","IGSF9B"
"11513","AP000911.1"
"11514","JAM3"
"11515","NCAPD3"
"11516","VPS26B"
"11517","THYN1"
"11518","ACAD8"
"11519","GLB1L3"
"11520","GLB1L2"
"11521","B3GAT1"
"11522","ZMYND11"
"11523","DIP2C"
"11524","AL358216.1"
"11525","PRR26"
"11526","LARP4B"
"11527","GTPBP4"
"11528","IDI2"
"11529","IDI2-AS1"
"11530","IDI1"
"11531","WDR37"
"11532","ADARB2"
"11533","AL731533.2"
"11534","PFKP"
"11535","PITRM1"
"11536","PITRM1-AS1"
"11537","KLF6"
"11538","LINC00702"
"11539","MANCR"
"11540","AKR1C1"
"11541","AKR1C2"
"11542","AKR1C3"
"11543","NET1"
"11544","ASB13"
"11545","FAM208B"
"11546","AL365356.1"
"11547","GDI2"
"11548","AL596094.1"
"11549","ANKRD16"
"11550","FBH1"
"11551","AL137186.2"
"11552","IL15RA"
"11553","IL2RA"
"11554","RBM17"
"11555","PFKFB3"
"11556","AL157395.1"
"11557","AL137145.2"
"11558","AL137145.1"
"11559","PRKCQ"
"11560","AL590637.1"
"11561","LINC00707"
"11562","SFMBT2"
"11563","ITIH5"
"11564","ITIH2"
"11565","KIN"
"11566","ATP5F1C"
"11567","TAF3"
"11568","GATA3"
"11569","GATA3-AS1"
"11570","SFTA1P"
"11571","CELF2"
"11572","CELF2-AS1"
"11573","USP6NL"
"11574","ECHDC3"
"11575","PROSER2"
"11576","UPF2"
"11577","DHTKD1"
"11578","SEC61A2"
"11579","NUDT5"
"11580","CDC123"
"11581","AL512770.1"
"11582","CAMK1D"
"11583","CCDC3"
"11584","OPTN"
"11585","MCM10"
"11586","PHYH"
"11587","SEPHS1"
"11588","BEND7"
"11589","PRPF18"
"11590","AL157392.5"
"11591","FRMD4A"
"11592","AL157392.4"
"11593","FAM107B"
"11594","CDNF"
"11595","HSPA14"
"11596","AC069544.1"
"11597","SUV39H2"
"11598","DCLRE1C"
"11599","MEIG1"
"11600","OLAH"
"11601","ACBD7"
"11602","RPP38"
"11603","NMT2"
"11604","FAM171A1"
"11605","ITGA8"
"11606","MINDY3"
"11607","PTER"
"11608","RSU1"
"11609","CUBN"
"11610","AC067747.1"
"11611","TRDMT1"
"11612","VIM-AS1"
"11613","VIM"
"11614","AL133415.1"
"11615","ST8SIA6"
"11616","HACD1"
"11617","STAM-AS1"
"11618","STAM"
"11619","TMEM236"
"11620","MRC1"
"11621","SLC39A12"
"11622","CACNB2"
"11623","AL450384.2"
"11624","NSUN6"
"11625","ARL5B"
"11626","PLXDC2"
"11627","NEBL"
"11628","C10orf113"
"11629","CASC10"
"11630","SKIDA1"
"11631","MLLT10"
"11632","DNAJC1"
"11633","AL158211.1"
"11634","COMMD3"
"11635","BMI1"
"11636","AL158211.4"
"11637","AL158211.3"
"11638","PIP4K2A"
"11639","MSRB2"
"11640","OTUD1"
"11641","KIAA1217"
"11642","ARHGAP21"
"11643","PRTFDC1"
"11644","AL512598.1"
"11645","ENKUR"
"11646","THNSL1"
"11647","LINC01516"
"11648","GPR158-AS1"
"11649","GPR158"
"11650","LINC00836"
"11651","APBB1IP"
"11652","PDSS1"
"11653","AL390961.2"
"11654","ABI1"
"11655","ANKRD26"
"11656","YME1L1"
"11657","MASTL"
"11658","ACBD5"
"11659","RAB18"
"11660","MKX"
"11661","WAC-AS1"
"11662","WAC"
"11663","BAMBI"
"11664","SVIL"
"11665","JCAD"
"11666","MTPAP"
"11667","MAP3K8"
"11668","ZNF438"
"11669","AL356258.1"
"11670","ZEB1-AS1"
"11671","ZEB1"
"11672","AL161935.1"
"11673","AL161935.3"
"11674","ARHGAP12"
"11675","KIF5B"
"11676","EPC1"
"11677","CCDC7"
"11678","AL365203.2"
"11679","ITGB1"
"11680","ITGB1-DT"
"11681","NRP1"
"11682","PARD3"
"11683","PARD3-AS1"
"11684","CUL2"
"11685","CREM"
"11686","CCNY"
"11687","AL117336.3"
"11688","AL121749.1"
"11689","GJD4"
"11690","FZD8"
"11691","AL132657.1"
"11692","ZNF248"
"11693","AL135791.1"
"11694","ZNF25"
"11695","ZNF33A"
"11696","ZNF37A"
"11697","AL117339.5"
"11698","AL117339.4"
"11699","LINC00839"
"11700","ZNF33B"
"11701","BMS1"
"11702","RET"
"11703","AC010864.1"
"11704","CSGALNACT2"
"11705","RASGEF1A"
"11706","HNRNPF"
"11707","AL450326.1"
"11708","ZNF487"
"11709","ZNF239"
"11710","ZNF485"
"11711","ZNF32"
"11712","CXCL12"
"11713","TMEM72-AS1"
"11714","RASSF4"
"11715","DEPP1"
"11716","C10orf25"
"11717","ZNF22"
"11718","ALOX5"
"11719","MARCH8"
"11720","ZFAND4"
"11721","WASHC2C"
"11722","AGAP4"
"11723","TIMM23"
"11724","NCOA4"
"11725","SYT15"
"11726","AL356056.2"
"11727","AL356056.1"
"11728","ZNF488"
"11729","AGAP9"
"11730","BX547991.1"
"11731","FRMPD2"
"11732","MAPK8"
"11733","ARHGAP22"
"11734","WDFY4"
"11735","VSTM4"
"11736","TMEM273"
"11737","ERCC6"
"11738","SLC18A3"
"11739","OGDHL"
"11740","PARG"
"11741","TIMM23B"
"11742","LINC00843"
"11743","AGAP6"
"11744","WASHC2A"
"11745","SGMS1"
"11746","SGMS1-AS1"
"11747","ASAH2B"
"11748","PRKG1"
"11749","CSTF2T"
"11750","DKK1"
"11751","AC074327.1"
"11752","PCDH15"
"11753","ZWINT"
"11754","IPMK"
"11755","CISD1"
"11756","UBE2D1"
"11757","TFAM"
"11758","BICC1"
"11759","LINC00844"
"11760","PHYHIPL"
"11761","FAM13C"
"11762","AC025038.1"
"11763","SLC16A9"
"11764","MRLN"
"11765","CCDC6"
"11766","ANK3"
"11767","CDK1"
"11768","RHOBTB1"
"11769","TMEM26"
"11770","CABCOCO1"
"11771","ARID5B"
"11772","RTKN2"
"11773","ZNF365"
"11774","ADO"
"11775","EGR2"
"11776","NRBF2"
"11777","JMJD1C"
"11778","JMJD1C-AS1"
"11779","REEP3"
"11780","LINC01515"
"11781","CTNNA3"
"11782","LRRTM3"
"11783","AL139240.1"
"11784","DNAJC12"
"11785","AL133551.1"
"11786","SIRT1"
"11787","HERC4"
"11788","ATOH7"
"11789","PBLD"
"11790","HNRNPH3"
"11791","RUFY2"
"11792","DNA2"
"11793","SLC25A16"
"11794","TET1"
"11795","CCAR1"
"11796","STOX1"
"11797","DDX50"
"11798","DDX21"
"11799","KIF1BP"
"11800","SRGN"
"11801","VPS26A"
"11802","SUPV3L1"
"11803","HKDC1"
"11804","HK1"
"11805","TACR2"
"11806","TSPAN15"
"11807","AL450311.2"
"11808","FAM241B"
"11809","COL13A1"
"11810","H2AFY2"
"11811","AIFM2"
"11812","TYSND1"
"11813","SAR1A"
"11814","PPA1"
