"","x"
"6233","AC008393.1"
"6234","TBC1D9B"
"6235","RNF130"
"6236","AC010285.1"
"6237","RASGEF1C"
"6238","MAPK9"
"6239","AC008610.1"
"6240","GFPT2"
"6241","CNOT6"
"6242","SCGB3A1"
"6243","FLT4"
"6244","MGAT1"
"6245","LINC00847"
"6246","ZFP62"
"6247","BTNL9"
"6248","AC008443.5"
"6249","TRIM7"
"6250","AC008443.6"
"6251","TRIM41"
"6252","RACK1"
"6253","TRIM52"
"6254","AC138035.1"
"6255","DUSP22"
"6256","IRF4"
"6257","EXOC2"
"6258","HUS1B"
"6259","AL357054.4"
"6260","FOXQ1"
"6261","FOXF2"
"6262","AL512329.2"
"6263","FOXC1"
"6264","GMDS"
"6265","GMDS-DT"
"6266","LINC01600"
"6267","MYLK4"
"6268","WRNIP1"
"6269","SERPINB1"
"6270","SERPINB9P1"
"6271","SERPINB9"
"6272","SERPINB6"
"6273","LINC01011"
"6274","NQO2"
"6275","AL133351.1"
"6276","RIPK1"
"6277","AL031963.3"
"6278","BPHL"
"6279","AL031963.1"
"6280","TUBB2A"
"6281","LINC02525"
"6282","TUBB2B"
"6283","PSMG4"
"6284","SLC22A23"
"6285","AL445309.1"
"6286","PXDC1"
"6287","AL391422.3"
"6288","FAM50B"
"6289","AL590004.4"
"6290","AL138831.2"
"6291","PRPF4B"
"6292","ECI2"
"6293","AL136309.2"
"6294","CDYL"
"6295","RPP40"
"6296","AL359643.3"
"6297","AL359643.2"
"6298","PPP1R3G"
"6299","LYRM4"
"6300","FARS2"
"6301","AL021328.1"
"6302","NRN1"
"6303","F13A1"
"6304","LY86"
"6305","RREB1"
"6306","SSR1"
"6307","CAGE1"
"6308","RIOK1"
"6309","AL031058.1"
"6310","DSP"
"6311","SNRNP48"
"6312","BMP6"
"6313","TXNDC5"
"6314","BLOC1S5"
"6315","EEF1E1"
"6316","SLC35B3"
"6317","TFAP2A"
"6318","GCNT2"
"6319","C6orf52"
"6320","PAK1IP1"
"6321","TMEM14C"
"6322","AL024498.1"
"6323","TMEM14B"
"6324","MAK"
"6325","AL357497.1"
"6326","SYCP2L"
"6327","ELOVL2"
"6328","ELOVL2-AS1"
"6329","SMIM13"
"6330","NEDD9"
"6331","TMEM170B"
"6332","HIVEP1"
"6333","EDN1"
"6334","PHACTR1"
"6335","AL008729.1"
"6336","TBC1D7"
"6337","AL008729.2"
"6338","GFOD1"
"6339","SIRT5"
"6340","AL441883.1"
"6341","NOL7"
"6342","RANBP9"
"6343","MCUR1"
"6344","AL023583.1"
"6345","RNF182"
"6346","CD83"
"6347","AL136162.1"
"6348","JARID2"
"6349","DTNBP1"
"6350","MYLIP"
"6351","GMPR"
"6352","AL009031.1"
"6353","ATXN1"
"6354","AL137003.1"
"6355","AL137003.2"
"6356","STMND1"
"6357","RBM24"
"6358","CAP2"
"6359","FAM8A1"
"6360","NUP153"
"6361","AL138724.1"
"6362","KIF13A"
"6363","NHLRC1"
"6364","TPMT"
"6365","KDM1B"
"6366","DEK"
"6367","RNF144B"
"6368","AL022068.1"
"6369","ID4"
"6370","MBOAT1"
"6371","E2F3"
"6372","CDKAL1"
"6373","LINC00581"
"6374","AL512380.1"
"6375","AL512380.2"
"6376","SOX4"
"6377","CASC15"
"6378","NBAT1"
"6379","AL359694.2"
"6380","NRSN1"
"6381","DCDC2"
"6382","MRS2"
"6383","GPLD1"
"6384","ALDH5A1"
"6385","KIAA0319"
"6386","TDP2"
"6387","ACOT13"
"6388","AL031775.1"
"6389","C6orf62"
"6390","GMNN"
"6391","RIPOR2"
"6392","CARMIL1"
"6393","TRIM38"
"6394","U91328.1"
"6395","HIST1H1A"
"6396","HIST1H3A"
"6397","HIST1H4A"
"6398","HIST1H4B"
"6399","HIST1H3B"
"6400","HIST1H2AB"
"6401","HIST1H2BB"
"6402","HIST1H3C"
"6403","HIST1H1C"
"6404","HFE"
"6405","HIST1H4C"
"6406","HIST1H2BC"
"6407","HIST1H2AC"
"6408","HIST1H1E"
"6409","HIST1H2BD"
"6410","AL353759.1"
"6411","HIST1H2BE"
"6412","HIST1H4D"
"6413","AL031777.3"
"6414","HIST1H2BF"
"6415","HIST1H4E"
"6416","HIST1H2BG"
"6417","HIST1H2AE"
"6418","HIST1H3E"
"6419","HIST1H1D"
"6420","HIST1H4F"
"6421","HIST1H3F"
"6422","HIST1H2BH"
"6423","HIST1H3G"
"6424","HIST1H2BI"
"6425","HIST1H4H"
"6426","BTN3A2"
"6427","BTN2A2"
"6428","BTN3A1"
"6429","BTN3A3"
"6430","BTN2A1"
"6431","BTN1A1"
"6432","HCG11"
"6433","HMGN4"
"6434","AL121936.1"
"6435","ABT1"
"6436","AL513548.3"
"6437","ZNF322"
"6438","AL513548.1"
"6439","LINC00240"
"6440","AL133255.1"
"6441","AL021807.1"
"6442","HIST1H2BJ"
"6443","HIST1H2AG"
"6444","HIST1H4I"
"6445","HIST1H2BK"
"6446","HIST1H2AH"
"6447","PRSS16"
"6448","ZNF391"
"6449","AL031118.1"
"6450","ZNF184"
"6451","AL009179.1"
"6452","HIST1H2BL"
"6453","HIST1H2AI"
"6454","HIST1H3H"
"6455","HIST1H2AJ"
"6456","HIST1H2BM"
"6457","HIST1H4J"
"6458","HIST1H2BN"
"6459","HIST1H2AK"
"6460","HIST1H2AL"
"6461","HIST1H1B"
"6462","HIST1H3I"
"6463","HIST1H3J"
"6464","HIST1H2AM"
"6465","HIST1H2BO"
"6466","OR2B6"
"6467","AL121944.1"
"6468","ZNF165"
"6469","ZSCAN16-AS1"
"6470","ZSCAN16"
"6471","AL358933.1"
"6472","ZKSCAN8"
"6473","ZSCAN9"
"6474","ZKSCAN4"
"6475","NKAPL"
"6476","ZSCAN26"
"6477","PGBD1"
"6478","ZSCAN31"
"6479","ZKSCAN3"
"6480","ZSCAN12"
"6481","ZSCAN23"
"6482","ZBED9"
"6483","AL049543.1"
"6484","LINC01623"
"6485","HCG14"
"6486","TRIM27"
"6487","HCG15"
"6488","AL662791.1"
"6489","ZNF311"
"6490","UBD"
"6491","GABBR1"
"6492","MOG"
"6493","HLA-F"
"6494","HLA-G"
"6495","HLA-A"
"6496","HCG9"
"6497","ZNRD1"
"6498","PPP1R11"
"6499","TRIM31"
"6500","TRIM26"
"6501","HCG17"
"6502","HCG18"
"6503","TRIM39"
"6504","RPP21"
"6505","HLA-E"
"6506","GNL1"
"6507","PRR3"
"6508","ABCF1"
"6509","PPP1R10"
"6510","MRPS18B"
"6511","ATAT1"
"6512","C6orf136"
"6513","DHX16"
"6514","PPP1R18"
"6515","NRM"
"6516","MDC1"
"6517","TUBB"
"6518","AL662797.1"
"6519","FLOT1"
"6520","IER3-AS1"
"6521","IER3"
"6522","DDR1-DT"
"6523","DDR1"
"6524","GTF2H4"
"6525","VARS2"
"6526","SFTA2"
"6527","MUCL3"
"6528","HCG22"
"6529","C6orf15"
"6530","PSORS1C1"
"6531","CCHCR1"
"6532","TCF19"
"6533","POU5F1"
"6534","AL662844.4"
"6535","HCG27"
"6536","HLA-C"
"6537","HLA-B"
"6538","AL645933.2"
"6539","MICA"
"6540","MICB"
"6541","DDX39B"
"6542","ATP6V1G2"
"6543","NFKBIL1"
"6544","LTA"
"6545","TNF"
"6546","LTB"
"6547","LST1"
"6548","AIF1"
"6549","PRRC2A"
"6550","BAG6"
"6551","APOM"
"6552","C6orf47"
"6553","C6orf47-AS1"
"6554","GPANK1"
"6555","CSNK2B"
"6556","LY6G5B"
"6557","LY6G5C"
"6558","ABHD16A"
"6559","MPIG6B"
"6560","LY6G6C"
"6561","DDAH2"
"6562","CLIC1"
"6563","MSH5"
"6564","MSH5-SAPCD1"
"6565","VARS"
"6566","LSM2"
"6567","HSPA1L"
"6568","HSPA1A"
"6569","HSPA1B"
"6570","C6orf48"
"6571","NEU1"
"6572","SLC44A4"
"6573","EHMT2"
"6574","C2"
"6575","ZBTB12"
"6576","C2-AS1"
"6577","CFB"
"6578","NELFE"
"6579","SKIV2L"
"6580","DXO"
"6581","STK19"
"6582","C4A"
"6583","C4B"
"6584","CYP21A2"
"6585","TNXB"
"6586","ATF6B"
"6587","FKBPL"
"6588","PRRT1"
"6589","AL662884.4"
"6590","PPT2"
"6591","PPT2-EGFL8"
"6592","EGFL8"
"6593","AGPAT1"
"6594","RNF5"
"6595","AGER"
"6596","PBX2"
"6597","GPSM3"
"6598","NOTCH4"
"6599","AL662796.1"
"6600","HLA-DRA"
"6601","HLA-DRB5"
"6602","HLA-DRB1"
"6603","HLA-DQA1"
"6604","HLA-DQB1"
"6605","HLA-DQA2"
"6606","HLA-DOB"
"6607","TAP2"
"6608","PSMB8"
"6609","PSMB8-AS1"
"6610","PSMB9"
"6611","TAP1"
"6612","HLA-DMB"
"6613","HLA-DMA"
"6614","BRD2"
"6615","HLA-DOA"
"6616","HLA-DPA1"
"6617","HLA-DPB1"
"6618","COL11A2"
"6619","RXRB"
"6620","SLC39A7"
"6621","HSD17B8"
"6622","RING1"
"6623","AL645940.1"
"6624","HCG25"
"6625","VPS52"
"6626","RPS18"
"6627","B3GALT4"
"6628","WDR46"
"6629","PFDN6"
"6630","RGL2"
"6631","TAPBP"
"6632","ZBTB22"
"6633","DAXX"
"6634","KIFC1"
"6635","PHF1"
"6636","CUTA"
"6637","SYNGAP1"
"6638","SYNGAP1-AS1"
"6639","ZBTB9"
"6640","BAK1"
"6641","ITPR3"
"6642","UQCC2"
"6643","IP6K3"
"6644","LEMD2"
"6645","MLN"
"6646","GRM4"
"6647","HMGA1"
"6648","SMIM29"
"6649","NUDT3"
"6650","RPS10-NUDT3"
"6651","RPS10"
"6652","PACSIN1"
"6653","SPDEF"
"6654","C6orf106"
"6655","AL451165.2"
"6656","SNRPC"
"6657","UHRF1BP1"
"6658","TAF11"
"6659","ANKS1A"
"6660","SCUBE3"
"6661","Z97832.2"
"6662","ZNF76"
"6663","DEF6"
"6664","PPARD"
"6665","FANCE"
"6666","RPL10A"
"6667","TEAD3"
"6668","TULP1"
"6669","FKBP5"
"6670","ARMC12"
"6671","CLPSL2"
"6672","LHFPL5"
"6673","SRPK1"
"6674","MAPK14"
"6675","MAPK13"
"6676","Z84485.1"
"6677","BRPF3"
"6678","ETV7"
"6679","Z84484.1"
"6680","PXT1"
"6681","KCTD20"
"6682","STK38"
"6683","SRSF3"
"6684","CDKN1A"
"6685","RAB44"
"6686","CPNE5"
"6687","PPIL1"
"6688","C6orf89"
"6689","PI16"
"6690","MTCH1"
"6691","FGD2"
"6692","PIM1"
"6693","TMEM217"
"6694","TBC1D22B"
"6695","RNF8"
"6696","CMTR1"
"6697","CCDC167"
"6698","MDGA1"
"6699","ZFAND3"
"6700","BTBD9"
"6701","GLO1"
"6702","DNAH8"
"6703","SAYSD1"
"6704","KCNK5"
"6705","DAAM2"
"6706","AL590999.1"
"6707","MOCS1"
"6708","UNC5CL"
"6709","OARD1"
"6710","NFYA"
"6711","TREML1"
"6712","TREM2"
"6713","TREM1"
"6714","FOXP4-AS1"
"6715","FOXP4"
"6716","MDFI"
"6717","TFEB"
"6718","FRS3"
"6719","AL365205.1"
"6720","USP49"
"6721","MED20"
"6722","BYSL"
"6723","CCND3"
"6724","TAF8"
"6725","AL512274.1"
"6726","C6orf132"
"6727","GUCA1A"
"6728","MRPS10"
"6729","TRERF1"
"6730","UBR2"
"6731","PRPH2"
"6732","TBCC"
"6733","BICRAL"
"6734","RPL7L1"
"6735","C6orf226"
"6736","PTCRA"
"6737","CNPY3"
"6738","AL035587.1"
"6739","GNMT"
"6740","PEX6"
"6741","PPP2R5D"
"6742","MEA1"
"6743","KLHDC3"
"6744","RRP36"
"6745","AL136304.1"
"6746","CUL7"
"6747","KLC4"
"6748","MRPL2"
"6749","AL355385.1"
"6750","PTK7"
"6751","SRF"
"6752","CUL9"
"6753","DNPH1"
"6754","TTBK1"
"6755","SLC22A7"
"6756","CRIP3"
"6757","ZNF318"
"6758","ABCC10"
"6759","DLK2"
"6760","TJAP1"
"6761","LRRC73"
"6762","POLR1C"
"6763","YIPF3"
"6764","AL355802.2"
"6765","XPO5"
"6766","POLH"
"6767","POLH-AS1"
"6768","GTPBP2"
"6769","MAD2L1BP"
"6770","RSPH9"
"6771","MRPS18A"
"6772","VEGFA"
"6773","AL136131.3"
"6774","AL109615.3"
"6775","C6orf223"
"6776","MRPL14"
"6777","TMEM63B"
"6778","SLC29A1"
"6779","HSP90AB1"
"6780","SLC35B2"
"6781","NFKBIE"
"6782","TMEM151B"
"6783","TCTE1"
"6784","AARS2"
"6785","CDC5L"
"6786","SUPT3H"
"6787","RUNX2"
"6788","AL096865.1"
"6789","CLIC5"
"6790","ENPP4"
"6791","ENPP5"
"6792","RCAN2"
"6793","CYP39A1"
"6794","SLC25A27"
"6795","TDRD6"
"6796","PLA2G7"
"6797","ADGRF5"
"6798","TNFRSF21"
"6799","AL355353.1"
"6800","CD2AP"
"6801","PTCHD4"
"6802","MUT"
"6803","CENPQ"
"6804","C6orf141"
"6805","MCM3"
"6806","PAQR8"
"6807","EFHC1"
"6808","TRAM2"
"6809","TRAM2-AS1"
"6810","TMEM14A"
"6811","GSTA4"
"6812","ICK"
"6813","FBXO9"
"6814","GCM1"
"6815","ELOVL5"
"6816","AL034374.1"
"6817","GCLC"
"6818","LRRC1"
"6819","MLIP"
"6820","AL033384.1"
"6821","BMP5"
"6822","COL21A1"
"6823","DST"
"6824","AL512422.1"
"6825","BEND6"
"6826","KIAA1586"
"6827","ZNF451"
"6828","ZNF451-AS1"
"6829","BAG2"
"6830","RAB23"
"6831","PRIM2"
"6832","AL021368.3"
"6833","AL021368.1"
"6834","AL021368.2"
"6835","AL445250.1"
"6836","KHDRBS2"
"6837","FKBP1C"
"6838","PTP4A1"
"6839","AL135905.1"
"6840","PHF3"
"6841","EYS"
"6842","AL646090.1"
"6843","AL391807.1"
"6844","ADGRB3"
"6845","LMBRD1"
"6846","COL19A1"
"6847","COL9A1"
"6848","AL365226.1"
"6849","FAM135A"
"6850","SDHAF4"
"6851","AL583856.2"
"6852","SMAP1"
"6853","B3GAT2"
"6854","OGFRL1"
"6855","LINC00472"
"6856","RIMS1"
"6857","KCNQ5"
"6858","KHDC1L"
"6859","KHDC1"
"6860","AC019205.1"
"6861","KHDC3L"
"6862","DDX43"
"6863","CGAS"
"6864","MTO1"
"6865","AL603910.1"
"6866","EEF1A1"
"6867","SLC17A5"
"6868","AL590428.1"
"6869","CD109"
"6870","COL12A1"
"6871","COX7A2"
"6872","TMEM30A"
"6873","AL080250.1"
"6874","FILIP1"
"6875","SENP6"
"6876","MYO6"
"6877","IMPG1"
"6878","IRAK1BP1"
"6879","PHIP"
"6880","HMGN3"
"6881","HMGN3-AS1"
"6882","LCA5"
"6883","AL451064.1"
"6884","SH3BGRL2"
"6885","ELOVL4"
"6886","TTK"
"6887","BCKDHB"
"6888","AL359715.3"
"6889","AL359715.1"
"6890","AL359715.2"
"6891","TENT5A"
"6892","LINC02542"
"6893","IBTK"
"6894","TPBG"
"6895","UBE3D"
"6896","DOPEY1"
"6897","PGM3"
"6898","RWDD2A"
"6899","ME1"
"6900","PRSS35"
"6901","CYB5R4"
"6902","MRAP2"
"6903","CEP162"
"6904","TBX18"
"6905","LINC02535"
"6906","NT5E"
"6907","SNX14"
"6908","AL589666.1"
"6909","SYNCRIP"
"6910","AL139274.2"
"6911","ZNF292"
"6912","GJB7"
"6913","SMIM8"
"6914","C6orf163"
"6915","CFAP206"
"6916","AL049697.1"
"6917","SLC35A1"
"6918","RARS2"
"6919","ORC3"
"6920","AKIRIN2"
"6921","CNR1"
"6922","RNGTT"
"6923","AL353135.1"
"6924","PNRC1"
"6925","SRSF12"
"6926","PM20D2"
"6927","GABRR1"
"6928","GABRR2"
"6929","UBE2J1"
"6930","RRAGD"
"6931","ANKRD6"
"6932","LYRM2"
"6933","MDN1"
"6934","CASP8AP2"
"6935","BACH2"
"6936","AL132996.1"
"6937","MAP3K7"
"6938","CASC6"
"6939","EPHA7"
"6940","MANEA-DT"
"6941","MANEA"
"6942","FUT9"
"6943","UFL1"
"6944","FHL5"
"6945","GPR63"
"6946","NDUFAF4"
"6947","KLHL32"
"6948","MMS22L"
"6949","AL589740.1"
"6950","AL590727.1"
"6951","AL589826.2"
"6952","POU3F2"
"6953","FBXL4"
"6954","FAXC"
"6955","COQ3"
"6956","PNISR"
"6957","AL513550.1"
"6958","USP45"
"6959","TSTD3"
"6960","CCNC"
"6961","AL137784.2"
"6962","PRDM13"
"6963","ASCC3"
"6964","AL133338.1"
"6965","GRIK2"
"6966","HACE1"
"6967","BVES"
"6968","BVES-AS1"
"6969","POPDC3"
"6970","AL133406.3"
"6971","PREP"
"6972","ATG5"
"6973","PRDM1"
"6974","CRYBG1"
"6975","RTN4IP1"
"6976","QRSL1"
"6977","LINC02526"
"6978","CD24"
"6979","C6orf203"
"6980","BEND3"
"6981","PDSS2"
"6982","SOBP"
"6983","SCML4"
"6984","SEC63"
"6985","AL024507.2"
"6986","Z98200.1"
"6987","OSTM1"
"6988","OSTM1-AS1"
"6989","NR2E1"
"6990","SNX3"
"6991","AFG1L"
"6992","FOXO3"
"6993","ARMC2"
"6994","SESN1"
"6995","AL390208.1"
"6996","CEP57L1"
"6997","CD164"
"6998","AL359711.2"
"6999","PPIL6"
"7000","SMPD2"
"7001","MICAL1"
"7002","ZBTB24"
"7003","AK9"
"7004","FIG4"
"7005","WASF1"
"7006","CDC40"
"7007","METTL24"
"7008","DDO"
"7009","CDK19"
"7010","AMD1"
"7011","GTF3C6"
"7012","RPF2"
"7013","SLC16A10"
"7014","MFSD4B"
"7015","AL080317.1"
"7016","AL080317.2"
"7017","REV3L"
"7018","AL080317.3"
"7019","TRAF3IP2-AS1"
"7020","TRAF3IP2"
"7021","Z97989.1"
"7022","FYN"
"7023","TUBE1"
"7024","FAM229B"
"7025","LAMA4"
"7026","Z99289.1"
"7027","Z99289.2"
"7028","Z99289.3"
"7029","MARCKS"
"7030","LINC01268"
"7031","FO393415.1"
"7032","HDAC2"
"7033","HDAC2-AS2"
"7034","HS3ST5"
"7035","FRK"
"7036","NT5DC1"
"7037","TSPYL4"
"7038","DSE"
"7039","TSPYL1"
"7040","CALHM6"
"7041","TRAPPC3L"
"7042","CALHM5"
"7043","RWDD1"
"7044","RSPH4A"
"7045","ZUP1"
"7046","KPNA5"
"7047","FAM162B"
"7048","VGLL2"
"7049","DCBLD1"
"7050","GOPC"
"7051","NUS1"
"7052","SLC35F1"
"7053","CEP85L"
"7054","PLN"
"7055","MCM9"
"7056","ASF1A"
"7057","AL365275.1"
"7058","FAM184A"
"7059","MAN1A1"
"7060","TBC1D32"
"7061","GJA1"
"7062","HSF2"
"7063","SERINC1"
"7064","PKIB"
"7065","FABP7"
"7066","SMPDL3A"
"7067","CLVS2"
"7068","TRDN"
"7069","NKAIN2"
"7070","RNF217-AS1"
"7071","RNF217"
"7072","TPD52L1"
"7073","HDDC2"
"7074","AL365259.1"
"7075","HEY2"
"7076","NCOA7"
"7077","HINT3"
"7078","TRMT11"
"7079","CENPW"
"7080","RNF146"
"7081","ECHDC1"
"7082","AL096711.2"
"7083","KIAA0408"
"7084","SOGA3"
"7085","C6orf58"
"7086","PTPRK"
"7087","LAMA2"
"7088","ARHGAP18"
"7089","L3MBTL3"
"7090","TMEM200A"
"7091","EPB41L2"
"7092","AKAP7"
"7093","MED23"
"7094","ENPP3"
"7095","ENPP1"
"7096","CTGF"
"7097","MOXD1"
"7098","STX7"
"7099","VNN1"
"7100","VNN2"
"7101","SLC18B1"
"7102","RPS12"
"7103","LINC00326"
"7104","EYA4"
"7105","AL450270.1"
"7106","TBPL1"
"7107","SLC2A12"
"7108","SGK1"
"7109","AL078590.3"
"7110","ALDH8A1"
"7111","HBS1L"
"7112","AL353596.1"
"7113","MYB"
"7114","AHI1"
"7115","AL049552.1"
"7116","LINC00271"
"7117","PDE7B"
"7118","AL138828.1"
"7119","MTFR2"
"7120","BCLAF1"
"7121","AL023284.4"
"7122","MAP7"
"7123","AL024508.2"
"7124","MAP3K5"
"7125","PEX7"
"7126","SLC35D3"
"7127","IL20RA"
"7128","IFNGR1"
"7129","AL357060.1"
"7130","TNFAIP3"
"7131","PERP"
"7132","ARFGEF3"
"7133","PBOV1"
"7134","HEBP2"
"7135","NHSL1"
"7136","AL590617.2"
"7137","GVQW2"
"7138","CCDC28A"
"7139","ECT2L"
"7140","REPS1"
"7141","ABRACL"
"7142","HECA"
"7143","AL031772.1"
"7144","TXLNB"
"7145","CITED2"
"7146","LINC01625"
"7147","AL035446.1"
"7148","VTA1"
"7149","ADGRG6"
"7150","HIVEP2"
"7151","AL023584.2"
"7152","AL355304.1"
"7153","LINC01277"
"7154","AL023581.2"
"7155","AIG1"
"7156","ADAT2"
"7157","PEX3"
"7158","FUCA2"
"7159","PHACTR2"
"7160","LTV1"
"7161","PLAGL1"
"7162","SF3B5"
"7163","STX11"
"7164","UTRN"
"7165","EPM2A"
"7166","AL023806.1"
"7167","AL023806.2"
"7168","FBXO30"
"7169","AL356599.1"
"7170","SHPRH"
"7171","GRM1"
"7172","RAB32"
"7173","STXBP5-AS1"
"7174","STXBP5"
"7175","SAMD5"
"7176","SASH1"
"7177","UST"
"7178","AL031056.1"
"7179","TAB2"
"7180","SUMO4"
"7181","ZC3H12D"
"7182","PPIL4"
"7183","GINM1"
"7184","AL078581.1"
"7185","KATNA1"
"7186","LATS1"
"7187","AL358852.1"
"7188","NUP43"
"7189","PCMT1"
"7190","AL355312.2"
"7191","LRP11"
"7192","AL355312.3"
"7193","RAET1E"
"7194","RAET1E-AS1"
"7195","ULBP2"
"7196","ULBP1"
"7197","ULBP3"
"7198","PPP1R14C"
"7199","PLEKHG1"
"7200","MTHFD1L"
"7201","AL133260.2"
"7202","AKAP12"
"7203","ZBTB2"
"7204","RMND1"
"7205","ARMT1"
"7206","CCDC170"
"7207","ESR1"
"7208","SYNE1"
"7209","MYCT1"
"7210","VIP"
"7211","FBXO5"
"7212","AL080276.2"
"7213","MTRF1L"
"7214","RGS17"
"7215","AL590867.1"
"7216","IPCEF1"
"7217","CNKSR3"
"7218","SCAF8"
"7219","TIAM2"
"7220","AL596202.1"
"7221","TFB1M"
"7222","CLDN20"
"7223","AL355297.3"
"7224","AL355297.4"
"7225","ARID1B"
"7226","TMEM242"
"7227","AL390955.2"
"7228","ZDHHC14"
"7229","SNX9"
"7230","SYNJ2"
"7231","SERAC1"
"7232","GTF2H5"
"7233","TULP4"
"7234","TMEM181"
"7235","DYNLT1"
"7236","SYTL3"
"7237","EZR"
"7238","C6orf99"
"7239","RSPH3"
"7240","AL035530.2"
"7241","TAGAP"
"7242","AL356417.3"
"7243","AL078604.2"
"7244","SOD2"
"7245","WTAP"
"7246","SOD2-OT1"
"7247","ACAT2"
"7248","TCP1"
"7249","MRPL18"
"7250","PNLDC1"
"7251","MAS1"
"7252","IGF2R"
"7253","AIRN"
"7254","SLC22A1"
"7255","AL139393.2"
"7256","MAP3K4"
"7257","AGPAT4"
"7258","PRKN"
"7259","PACRG"
"7260","PACRG-AS3"
"7261","CAHM"
"7262","QKI"
"7263","AL445307.1"
"7264","Z97205.2"
"7265","AL450345.1"
"7266","C6orf118"
"7267","PDE10A"
"7268","LINC00473"
"7269","PRR18"
"7270","SFT2D1"
"7271","MPC1"
"7272","AL022069.1"
"7273","RPS6KA2"
"7274","AL159163.1"
"7275","RNASET2"
"7276","Z94721.1"
"7277","FGFR1OP"
"7278","CCR6"
"7279","LINC02538"
"7280","AL009178.2"
"7281","AL009178.3"
"7282","AFDN-DT"
"7283","AFDN"
"7284","KIF25-AS1"
"7285","KIF25"
"7286","AL606970.4"
"7287","DACT2"
"7288","SMOC2"
"7289","BX322234.1"
"7290","THBS2"
"7291","AL009176.1"
"7292","WDR27"
"7293","C6orf120"
"7294","PHF10"
"7295","TCTE3"
"7296","ERMARD"
"7297","LINC00242"
"7298","LINC00574"
"7299","AL596442.2"
"7300","AL109910.2"
"7301","DLL1"
"7302","FAM120B"
"7303","PSMB1"
"7304","TBP"
"7305","PDCD2"
"7306","AL731661.1"
"7307","AC093627.5"
"7308","AC093627.4"
"7309","FAM20C"
"7310","AC226118.1"
"7311","PDGFA"
"7312","AC147651.1"
"7313","PRKAR1B"
"7314","AC147651.4"
"7315","DNAAF5"
"7316","SUN1"
"7317","GET4"
"7318","AC073957.3"
"7319","ADAP1"
"7320","COX19"
"7321","C7orf50"
"7322","GPR146"
"7323","AC073957.2"
"7324","GPER1"
"7325","ZFAND2A"
"7326","AC091729.3"
"7327","UNCX"
"7328","MICALL2"
"7329","AC102953.2"
"7330","INTS1"
"7331","MAFK"
"7332","TMEM184A"
"7333","PSMG3"
"7334","PSMG3-AS1"
"7335","ELFN1"
"7336","MAD1L1"
"7337","MRM2"
"7338","NUDT1"
"7339","SNX8"
"7340","EIF3B"
"7341","CHST12"
"7342","LFNG"
"7343","BRAT1"
"7344","IQCE"
"7345","TTYH3"
"7346","AMZ1"
"7347","GNA12"
"7348","CARD11"
"7349","AC073316.1"
"7350","AC073316.3"
"7351","SDK1"
"7352","FOXK1"
"7353","AP5Z1"
"7354","RADIL"
"7355","PAPOLB"
"7356","MMD2"
"7357","RBAK-RBAKDN"
"7358","RBAK"
"7359","WIPI2"
"7360","SLC29A4"
"7361","TNRC18"
"7362","AC093620.1"
"7363","AC092171.1"
"7364","AC092171.4"
"7365","AC092171.3"
"7366","AC092171.5"
"7367","FBXL18"
"7368","AC092171.2"
"7369","ACTB"
"7370","AC006483.2"
"7371","FSCN1"
"7372","RNF216"
"7373","OCM"
"7374","CCZ1"
"7375","RSPH10B"
"7376","PMS2"
"7377","AIMP2"
"7378","EIF2AK1"
"7379","ANKRD61"
"7380","AC004895.1"
"7381","USP42"
"7382","CYTH3"
"7383","FAM220A"
"7384","RAC1"
"7385","DAGLB"
"7386","KDELR2"
"7387","GRID2IP"
"7388","ZDHHC4"
"7389","AC079742.1"
"7390","C7orf26"
"7391","ZNF853"
"7392","ZNF316"
"7393","AC073343.2"
"7394","ZNF12"
"7395","RSPH10B2"
"7396","CCZ1B"
"7397","C1GALT1"
"7398","COL28A1"
"7399","AC004982.1"
"7400","AC004982.2"
"7401","MIOS"
"7402","AC004948.1"
"7403","RPA3"
"7404","UMAD1"
"7405","AC006042.4"
"7406","AC006042.2"
"7407","GLCCI1"
"7408","ICA1"
"7409","AC006042.1"
"7410","AC007009.1"
"7411","AC007128.1"
"7412","NXPH1"
"7413","AC004852.2"
"7414","NDUFA4"
"7415","AC007029.1"
"7416","PHF14"
"7417","THSD7A"
"7418","TMEM106B"
"7419","AC013470.2"
"7420","SCIN"
"7421","ARL4A"
"7422","AC011287.1"
"7423","ETV1"
"7424","DGKB"
"7425","AGMO"
"7426","MEOX2"
"7427","AC005550.2"
"7428","ISPD"
"7429","SOSTDC1"
"7430","AC005014.2"
"7431","ANKMY2"
"7432","BZW2"
"7433","TSPAN13"
"7434","AHR"
"7435","AC073332.1"
"7436","AC019117.2"
"7437","SNX13"
"7438","HDAC9"
"7439","TWIST1"
"7440","AC003986.2"
"7441","TWISTNB"
"7442","TMEM196"
"7443","MACC1"
"7444","AC004130.1"
"7445","ITGB8"
"7446","ABCB5"
"7447","SP8"
"7448","SP4"
"7449","DNAH11"
"7450","CDCA7L"
"7451","RAPGEF5"
"7452","STEAP1B"
"7453","AC002480.2"
"7454","AC002480.3"
"7455","AC073072.1"
"7456","IL6"
"7457","TOMM7"
"7458","FAM126A"
"7459","KLHL7-DT"
"7460","KLHL7"
"7461","NUPL2"
"7462","AC005082.1"
"7463","GPNMB"
"7464","MALSU1"
"7465","IGF2BP3"
"7466","TRA2A"
"7467","CCDC126"
"7468","FAM221A"
"7469","STK31"
"7470","NPY"
