"","x"
"4012","SERP1"
"4013","EIF2A"
"4014","SELENOT"
"4015","ERICH6-AS1"
"4016","SIAH2"
"4017","MED12L"
"4018","GPR171"
"4019","P2RY14"
"4020","P2RY13"
"4021","P2RY12"
"4022","IGSF10"
"4023","SUCNR1"
"4024","AC108718.1"
"4025","MBNL1"
"4026","MBNL1-AS1"
"4027","P2RY1"
"4028","RAP2B"
"4029","AC078788.1"
"4030","ARHGEF26"
"4031","DHX36"
"4032","MME"
"4033","PLCH1"
"4034","C3orf33"
"4035","AC104472.3"
"4036","SLC33A1"
"4037","GMPS"
"4038","KCNAB1"
"4039","AC084036.1"
"4040","SSR3"
"4041","TIPARP-AS1"
"4042","TIPARP"
"4043","LINC00886"
"4044","LEKR1"
"4045","LINC00880"
"4046","LINC02029"
"4047","LINC00881"
"4048","CCNL1"
"4049","VEPH1"
"4050","PTX3"
"4051","SHOX2"
"4052","RSRC1"
"4053","AC106707.1"
"4054","MLF1"
"4055","GFM1"
"4056","LXN"
"4057","AC080013.6"
"4058","RARRES1"
"4059","MFSD1"
"4060","AC080013.1"
"4061","AC080013.5"
"4062","IQCJ-SCHIP1"
"4063","SCHIP1"
"4064","IL12A"
"4065","C3orf80"
"4066","IFT80"
"4067","SMC4"
"4068","TRIM59"
"4069","KPNA4"
"4070","AC069224.1"
"4071","PPM1L"
"4072","B3GALNT1"
"4073","NMD3"
"4074","SPTSSB"
"4075","SLITRK3"
"4076","LINC01322"
"4077","BCHE"
"4078","WDR49"
"4079","PDCD10"
"4080","SERPINI1"
"4081","GOLIM4"
"4082","MECOM"
"4083","TERC"
"4084","ACTRT3"
"4085","AC078802.1"
"4086","MYNN"
"4087","AC078795.1"
"4088","LRRC34"
"4089","AC078795.3"
"4090","AC078795.2"
"4091","AC008040.1"
"4092","SEC62"
"4093","SEC62-AS1"
"4094","GPR160"
"4095","PHC3"
"4096","AC008040.5"
"4097","PRKCI"
"4098","AC073288.1"
"4099","SKIL"
"4100","CLDN11"
"4101","SLC7A14"
"4102","RPL22L1"
"4103","EIF5A2"
"4104","TNIK"
"4105","PLD1"
"4106","FNDC3B"
"4107","TNFSF10"
"4108","NCEH1"
"4109","ECT2"
"4110","NLGN1"
"4111","NAALADL2"
"4112","TBL1XR1"
"4113","LINC00578"
"4114","KCNMB2"
"4115","ZMAT3"
"4116","PIK3CA"
"4117","KCNMB3"
"4118","ZNF639"
"4119","AC007823.1"
"4120","MFN1"
"4121","GNB4"
"4122","AC007620.2"
"4123","AC007620.3"
"4124","ACTL6A"
"4125","MRPL47"
"4126","NDUFB5"
"4127","USP13"
"4128","PEX5L"
"4129","AC007687.1"
"4130","TTC14"
"4131","FXR1"
"4132","DNAJC19"
"4133","SOX2"
"4134","LINC01206"
"4135","ATP11B"
"4136","AC092953.2"
"4137","DCUN1D1"
"4138","MCCC1"
"4139","LAMP3"
"4140","MCF2L2"
"4141","B3GNT5"
"4142","KLHL6"
"4143","KLHL6-AS1"
"4144","KLHL24"
"4145","YEATS2"
"4146","YEATS2-AS1"
"4147","PARL"
"4148","ABCC5"
"4149","AC131235.3"
"4150","EIF2B5"
"4151","DVL3"
"4152","AP2M1"
"4153","ABCF3"
"4154","ALG3"
"4155","EEF1AKMT4"
"4156","CAMK2N2"
"4157","PSMD2"
"4158","EIF4G1"
"4159","FAM131A"
"4160","CLCN2"
"4161","POLR2H"
"4162","CHRD"
"4163","EPHB3"
"4164","MAGEF1"
"4165","AC107294.2"
"4166","VPS8"
"4167","C3orf70"
"4168","EHHADH"
"4169","MAP3K13"
"4170","TMEM41A"
"4171","SENP2"
"4172","IGF2BP2"
"4173","TRA2B"
"4174","ETV5"
"4175","DGKG"
"4176","CRYGS"
"4177","TBCCD1"
"4178","DNAJB11"
"4179","AC068631.1"
"4180","AC112907.3"
"4181","EIF4A2"
"4182","RFC4"
"4183","LINC02043"
"4184","ST6GAL1"
"4185","RPL39L"
"4186","MASP1"
"4187","RTP4"
"4188","AC072022.1"
"4189","BCL6"
"4190","LPP-AS2"
"4191","LPP"
"4192","LPP-AS1"
"4193","TPRG1-AS1"
"4194","TPRG1"
"4195","P3H2"
"4196","CLDN1"
"4197","IL1RAP"
"4198","OSTN-AS1"
"4199","UTS2B"
"4200","CCDC50"
"4201","FGF12"
"4202","MB21D2"
"4203","HRASLS"
"4204","ATP13A4"
"4205","OPA1"
"4206","AC080129.2"
"4207","HES1"
"4208","LINC00887"
"4209","GP5"
"4210","ATP13A3"
"4211","LINC00884"
"4212","TMEM44-AS1"
"4213","TMEM44"
"4214","AC046143.1"
"4215","LSG1"
"4216","FAM43A"
"4217","XXYLT1"
"4218","ACAP2"
"4219","PPP1R2"
"4220","AC069213.1"
"4221","APOD"
"4222","AC233280.1"
"4223","MUC20-OT1"
"4224","MUC20"
"4225","MUC4"
"4226","TNK2"
"4227","TNK2-AS1"
"4228","AC124944.1"
"4229","TFRC"
"4230","LINC00885"
"4231","ZDHHC19"
"4232","SLC51A"
"4233","PCYT1A"
"4234","TCTEX1D2"
"4235","TM4SF19-AS1"
"4236","TM4SF19"
"4237","UBXN7"
"4238","RNF168"
"4239","WDR53"
"4240","FBXO45"
"4241","LINC01063"
"4242","NRROS"
"4243","PIGX"
"4244","CEP19"
"4245","PAK2"
"4246","SENP5"
"4247","NCBP2"
"4248","NCBP2-AS1"
"4249","NCBP2-AS2"
"4250","PIGZ"
"4251","MELTF"
"4252","MELTF-AS1"
"4253","DLG1"
"4254","BDH1"
"4255","AC024560.1"
"4256","RUBCN"
"4257","FYTTD1"
"4258","AC055764.2"
"4259","LRCH3"
"4260","IQCG"
"4261","RPL35A"
"4262","LMLN"
"4263","ZNF595"
"4264","ZNF718"
"4265","ZNF141"
"4266","ZNF721"
"4267","PIGG"
"4268","AC116565.1"
"4269","PDE6B"
"4270","AC107464.1"
"4271","AC107464.3"
"4272","ATP5ME"
"4273","MYL5"
"4274","SLC49A3"
"4275","PCGF3"
"4276","AC139887.4"
"4277","AC139887.2"
"4278","CPLX1"
"4279","GAK"
"4280","TMEM175"
"4281","DGKQ"
"4282","SLC26A1"
"4283","IDUA"
"4284","FGFRL1"
"4285","RNF212"
"4286","AC092535.1"
"4287","SPON2"
"4288","AC092535.4"
"4289","CTBP1-AS"
"4290","CTBP1"
"4291","CTBP1-DT"
"4292","MAEA"
"4293","UVSSA"
"4294","AC147067.1"
"4295","FAM53A"
"4296","SLBP"
"4297","AC016773.1"
"4298","TMEM129"
"4299","TACC3"
"4300","FGFR3"
"4301","LETM1"
"4302","NSD2"
"4303","NELFA"
"4304","C4orf48"
"4305","NAT8L"
"4306","POLN"
"4307","HAUS3"
"4308","MXD4"
"4309","ZFYVE28"
"4310","RNF4"
"4311","FAM193A"
"4312","TNIP2"
"4313","SH3BP2"
"4314","ADD1"
"4315","MFSD10"
"4316","NOP14-AS1"
"4317","NOP14"
"4318","GRK4"
"4319","HTT"
"4320","MSANTD1"
"4321","RGS12"
"4322","HGFAC"
"4323","DOK7"
"4324","LRPAP1"
"4325","ADRA2C"
"4326","TMEM128"
"4327","LYAR"
"4328","ZBTB49"
"4329","NSG1"
"4330","STX18"
"4331","STX18-AS1"
"4332","MSX1"
"4333","CYTL1"
"4334","STK32B"
"4335","EVC"
"4336","CRMP1"
"4337","WFS1"
"4338","PPP2R2C"
"4339","MAN2B2"
"4340","MRFAP1"
"4341","LINC02482"
"4342","AC093323.1"
"4343","LINC002481"
"4344","S100P"
"4345","MRFAP1L1"
"4346","BLOC1S4"
"4347","KIAA0232"
"4348","TBC1D14"
"4349","AC097382.2"
"4350","CCDC96"
"4351","TADA2B"
"4352","GRPEL1"
"4353","LINC02447"
"4354","SORCS2"
"4355","AFAP1-AS1"
"4356","AFAP1"
"4357","ABLIM2"
"4358","SH3TC1"
"4359","HTRA3"
"4360","LINC02517"
"4361","AC104825.1"
"4362","ACOX3"
"4363","TRMT44"
"4364","AC105345.1"
"4365","HMX1"
"4366","SLC2A9"
"4367","WDR1"
"4368","ZNF518B"
"4369","CLNK"
"4370","HS3ST1"
"4371","AC025539.1"
"4372","AC007370.2"
"4373","RAB28"
"4374","BOD1L1"
"4375","AC007126.1"
"4376","LINC00504"
"4377","CPEB2-DT"
"4378","CPEB2"
"4379","AC098829.1"
"4380","C1QTNF7"
"4381","CC2D2A"
"4382","AC116651.1"
"4383","FBXL5"
"4384","FAM200B"
"4385","BST1"
"4386","CD38"
"4387","FGFBP2"
"4388","PROM1"
"4389","TAPT1"
"4390","TAPT1-AS1"
"4391","LDB2"
"4392","QDPR"
"4393","LAP3"
"4394","AC006160.1"
"4395","MED28"
"4396","FAM184B"
"4397","DCAF16"
"4398","NCAPG"
"4399","LCORL"
"4400","SLIT2"
"4401","PACRGL"
"4402","KCNIP4"
"4403","KCNIP4-IT1"
"4404","ADGRA3"
"4405","PPARGC1A"
"4406","DHX15"
"4407","SOD3"
"4408","CCDC149"
"4409","LGI2"
"4410","SEPSECS"
"4411","SEPSECS-AS1"
"4412","PI4K2B"
"4413","ZCCHC4"
"4414","ANAPC4"
"4415","SEL1L3"
"4416","AC092436.4"
"4417","SMIM20"
"4418","RBPJ"
"4419","TBC1D19"
"4420","STIM2"
"4421","AC106047.1"
"4422","PCDH7"
"4423","ARAP2"
"4424","AC104078.1"
"4425","DTHD1"
"4426","C4orf19"
"4427","AC027607.1"
"4428","RELL1"
"4429","PGM2"
"4430","TBC1D1"
"4431","PTTG2"
"4432","LINC02513"
"4433","KLF3"
"4434","TLR10"
"4435","TLR1"
"4436","TLR6"
"4437","FAM114A1"
"4438","TMEM156"
"4439","KLHL5"
"4440","AC079921.2"
"4441","WDR19"
"4442","RFC1"
"4443","KLB"
"4444","RPL9"
"4445","LIAS"
"4446","UGDH"
"4447","UGDH-AS1"
"4448","SMIM14"
"4449","AC108471.2"
"4450","UBE2K"
"4451","PDS5A"
"4452","N4BP2"
"4453","RHOH"
"4454","LINC02265"
"4455","RBM47"
"4456","NSUN7"
"4457","APBB2"
"4458","UCHL1"
"4459","LIMCH1"
"4460","TMEM33"
"4461","DCAF4L1"
"4462","SLC30A9"
"4463","BEND4"
"4464","ATP8A1"
"4465","LINC02475"
"4466","KCTD8"
"4467","GUF1"
"4468","GNPDA2"
"4469","AC096586.1"
"4470","GABRG1"
"4471","GABRA2"
"4472","GABRB1"
"4473","COMMD8"
"4474","ATP10D"
"4475","AC107068.1"
"4476","NFXL1"
"4477","NIPAL1"
"4478","CNGA1"
"4479","TXK"
"4480","TEC"
"4481","SLAIN2"
"4482","SLC10A4"
"4483","FRYL"
"4484","OCIAD1"
"4485","OCIAD2"
"4486","DCUN1D4"
"4487","SGCB"
"4488","SPATA18"
"4489","USP46"
"4490","USP46-AS1"
"4491","RASL11B"
"4492","SCFD2"
"4493","FIP1L1"
"4494","LNX1"
"4495","AC110792.3"
"4496","CHIC2"
"4497","AC110792.2"
"4498","GSX2"
"4499","PDGFRA"
"4500","LINC02283"
"4501","KIT"
"4502","KDR"
"4503","SRD5A3"
"4504","AC069200.1"
"4505","TMEM165"
"4506","CLOCK"
"4507","AC024243.1"
"4508","NMU"
"4509","EXOC1"
"4510","CEP135"
"4511","KIAA1211"
"4512","AASDH"
"4513","AC068620.1"
"4514","PPAT"
"4515","AC068620.2"
"4516","PAICS"
"4517","SRP72"
"4518","ARL9"
"4519","HOPX"
"4520","REST"
"4521","AC069307.1"
"4522","NOA1"
"4523","POLR2B"
"4524","IGFBP7"
"4525","ADGRL3"
"4526","AC020741.1"
"4527","LINC02232"
"4528","EPHA5"
"4529","AC104806.2"
"4530","CENPC"
"4531","STAP1"
"4532","UBA6"
"4533","UBA6-AS1"
"4534","YTHDC1"
"4535","UGT2B17"
"4536","SULT1B1"
"4537","JCHAIN"
"4538","UTP3"
"4539","AC009570.1"
"4540","RUFY3"
"4541","GRSF1"
"4542","MOB1B"
"4543","DCK"
"4544","SLC4A4"
"4545","ADAMTS3"
"4546","COX18"
"4547","ANKRD17"
"4548","AC053527.1"
"4549","CXCL8"
"4550","CXCL6"
"4551","CXCL1"
"4552","PF4"
"4553","PPBP"
"4554","CXCL5"
"4555","CXCL3"
"4556","CXCL2"
"4557","MTHFD2L"
"4558","AC093677.2"
"4559","EREG"
"4560","AREG"
"4561","PARM1"
"4562","RCHY1"
"4563","THAP6"
"4564","ODAPH"
"4565","CDKL2"
"4566","G3BP2"
"4567","USO1"
"4568","AC110615.1"
"4569","NAAA"
"4570","SDAD1"
"4571","CXCL9"
"4572","ART3"
"4573","CXCL10"
"4574","CXCL11"
"4575","NUP54"
"4576","SCARB2"
"4577","FAM47E"
"4578","STBD1"
"4579","SHROOM3"
"4580","SEPT11"
"4581","CCNI"
"4582","CCNG2"
"4583","CNOT6L"
"4584","MRPL1"
"4585","FRAS1"
"4586","ANXA3"
"4587","LINC01094"
"4588","AC098818.2"
"4589","BMP2K"
"4590","PAQR3"
"4591","ANTXR2"
"4592","PRDM8"
"4593","RASGEF1B"
"4594","AC124016.2"
"4595","HNRNPD"
"4596","AC124016.1"
"4597","HNRNPDL"
"4598","ENOPH1"
"4599","TMEM150C"
"4600","SCD5"
"4601","SEC31A"
"4602","THAP9-AS1"
"4603","THAP9"
"4604","LIN54"
"4605","COPS4"
"4606","PLAC8"
"4607","COQ2"
"4608","HPSE"
"4609","HELQ"
"4610","MRPS18C"
"4611","ABRAXAS1"
"4612","GPAT3"
"4613","NKX6-1"
"4614","CDS1"
"4615","WDFY3"
"4616","WDFY3-AS1"
"4617","ARHGAP24"
"4618","MAPK10"
"4619","PTPN13"
"4620","AC093827.5"
"4621","AC093827.4"
"4622","AFF1"
"4623","KLHL8"
"4624","HSD17B13"
"4625","HSD17B11"
"4626","NUDT9"
"4627","SPARCL1"
"4628","AC093895.1"
"4629","DSPP"
"4630","DMP1"
"4631","IBSP"
"4632","MEPE"
"4633","SPP1"
"4634","PKD2"
"4635","ABCG2"
"4636","PPM1K"
"4637","HERC6"
"4638","HERC5"
"4639","PYURF"
"4640","AC083829.2"
"4641","HERC3"
"4642","NAP1L5"
"4643","FAM13A-AS1"
"4644","FAM13A"
"4645","TIGD2"
"4646","GPRIN3"
"4647","SNCA"
"4648","MMRN1"
"4649","CCSER1"
"4650","GRID2"
"4651","SMARCAD1"
"4652","HPGDS"
"4653","PDLIM5"
"4654","BMPR1B"
"4655","UNC5C"
"4656","AC106881.1"
"4657","LINC02267"
"4658","STPG2"
"4659","AC019077.1"
"4660","RAP1GDS1"
"4661","TSPAN5"
"4662","EIF4E"
"4663","METAP1"
"4664","AC019131.2"
"4665","ADH5"
"4666","AP002026.1"
"4667","TRMT10A"
"4668","MTTP"
"4669","DAPP1"
"4670","LAMTOR3"
"4671","DNAJB14"
"4672","H2AFZ"
"4673","DDIT4L"
"4674","PPP3CA"
"4675","AP001816.1"
"4676","BANK1"
"4677","SLC39A8"
"4678","AC098487.1"
"4679","AF213884.3"
"4680","NFKB1"
"4681","MANBA"
"4682","UBE2D3"
"4683","AC018797.2"
"4684","CISD2"
"4685","SLC9B1"
"4686","SLC9B2"
"4687","BDH2"
"4688","CENPE"
"4689","CXXC4"
"4690","AC096577.1"
"4691","AC004069.1"
"4692","TET2"
"4693","PPA2"
"4694","INTS12"
"4695","GSTCD"
"4696","NPNT"
"4697","AC109361.1"
"4698","TBCK"
"4699","AIMP1"
"4700","DKK2"
"4701","PAPSS1"
"4702","SGMS2"
"4703","AC096564.1"
"4704","CYP2U1"
"4705","AC096564.2"
"4706","HADH"
"4707","LEF1"
"4708","RPL34-AS1"
"4709","RPL34"
"4710","OSTC"
"4711","COL25A1"
"4712","SEC24B-AS1"
"4713","SEC24B"
"4714","MCUB"
"4715","CASP6"
"4716","AC004067.1"
"4717","PLA2G12A"
"4718","CFI"
"4719","AC126283.1"
"4720","GAR1"
"4721","ELOVL6"
"4722","ENPEP"
"4723","FAM241A"
"4724","AC109347.1"
"4725","AP1AR"
"4726","AC109347.2"
"4727","TIFA"
"4728","ALPK1"
"4729","ZGRF1"
"4730","LARP7"
"4731","ANK2"
"4732","CAMK2D"
"4733","ARSJ"
"4734","UGT8"
"4735","SNHG8"
"4736","PRSS12"
"4737","AC110079.2"
"4738","METTL14"
"4739","SEC24D"
"4740","SYNPO2"
"4741","MYOZ2"
"4742","USP53"
"4743","C4orf3"
"4744","AC093752.3"
"4745","AC093752.2"
"4746","PDE5A"
"4747","MAD2L1"
"4748","AC108866.1"
"4749","PRDM5"
"4750","TNIP3"
"4751","ANXA5"
"4752","EXOSC9"
"4753","CCNA2"
"4754","BBS7"
"4755","TRPC3"
"4756","KIAA1109"
"4757","BBS12"
"4758","FGF2"
"4759","AC021205.3"
"4760","NUDT6"
"4761","SPATA5"
"4762","SPRY1"
"4763","LINC01091"
"4764","ANKRD50"
"4765","FAT4"
"4766","INTU"
"4767","HSPA4L"
"4768","AC093591.2"
"4769","PLK4"
"4770","MFSD8"
"4771","ABHD18"
"4772","LARP1B"
"4773","PGRMC2"
"4774","AC108062.1"
"4775","AC078850.1"
"4776","JADE1"
"4777","SCLT1"
"4778","C4orf33"
"4779","AC096711.2"
"4780","AC105383.1"
"4781","PCDH10"
"4782","PCDH18"
"4783","LINC02172"
"4784","AC116563.1"
"4785","AC131956.2"
"4786","SLC7A11"
"4787","NOCT"
"4788","ELF2"
"4789","MGARP"
"4790","NDUFC1"
"4791","NAA15"
"4792","AC097376.2"
"4793","RAB33B"
"4794","SETD7"
"4795","AC112236.2"
"4796","MGST2"
"4797","MAML3"
"4798","SCOC"
"4799","SCOC-AS1"
"4800","CLGN"
"4801","ELMOD2"
"4802","TBC1D9"
"4803","AC096733.2"
"4804","RNF150"
"4805","ZNF330"
"4806","LINC02432"
"4807","AC097504.2"
"4808","IL15"
"4809","INPP4B"
"4810","AC104596.1"
"4811","USP38"
"4812","GAB1"
"4813","SMARCA5"
"4814","SMARCA5-AS1"
"4815","FREM3"
"4816","GYPE"
"4817","HHIP-AS1"
"4818","HHIP"
"4819","ANAPC10"
"4820","ABCE1"
"4821","OTUD4"
"4822","SMAD1"
"4823","MMAA"
"4824","ZNF827"
"4825","LSM6"
"4826","REELD1"
"4827","SLC10A7"
"4828","EDNRA"
"4829","AC093835.1"
"4830","TMEM184C"
"4831","PRMT9"
"4832","ARHGAP10"
"4833","NR3C2"
"4834","DCLK2"
"4835","LRBA"
"4836","RPS3A"
"4837","SH3D19"
"4838","AC095055.1"
"4839","FAM160A1"
"4840","GATB"
"4841","FBXW7"
"4842","TMEM154"
"4843","TIGD4"
"4844","ARFIP1"
"4845","FHDC1"
"4846","TRIM2"
"4847","MND1"
"4848","TMEM131L"
"4849","TLR2"
"4850","RNF175"
"4851","SFRP2"
"4852","PLRG1"
"4853","LRAT"
"4854","AC104407.1"
"4855","MAP9"
"4856","GUCY1A1"
"4857","GUCY1B1"
"4858","CTSO"
"4859","PDGFC"
"4860","GLRB"
"4861","GRIA2"
"4862","FAM198B"
"4863","FAM198B-AS1"
"4864","AC098679.1"
"4865","TMEM144"
"4866","C4orf46"
"4867","ETFDH"
"4868","PPID"
"4869","FNIP2"
"4870","RAPGEF2"
"4871","NAF1"
"4872","NPY1R"
"4873","TKTL2"
"4874","TMA16"
"4875","MARCH1"
"4876","AC093788.1"
"4877","TRIM61"
"4878","FAM218A"
"4879","TMEM192"
"4880","KLHL2"
"4881","GK3P"
"4882","MSMO1"
"4883","CPE"
"4884","SPOCK3"
"4885","DDX60"
"4886","DDX60L"
"4887","PALLD"
"4888","CBR4"
"4889","SH3RF1"
"4890","NEK1"
"4891","CLCN3"
"4892","HPF1"
"4893","MFAP3L"
"4894","AADAT"
"4895","AC105285.1"
"4896","GALNT7"
"4897","HMGB2"
"4898","AC097534.2"
"4899","SAP30"
"4900","SCRG1"
"4901","HAND2-AS1"
"4902","FBXO8"
"4903","CEP44"
"4904","HPGD"
"4905","GPM6A"
"4906","WDR17"
"4907","SPCS3"
"4908","NEIL3"
"4909","AGA"
"4910","AC078881.1"
"4911","AC098864.1"
"4912","TENM3"
"4913","DCTD"
"4914","WWC2-AS2"
"4915","WWC2"
"4916","CDKN2AIP"
"4917","AC107214.1"
"4918","ING2"
"4919","AC107214.2"
"4920","RWDD4"
"4921","TRAPPC11"
"4922","STOX2"
"4923","ENPP6"
"4924","LINC02363"
"4925","LINC02362"
"4926","IRF2"
"4927","LINC02427"
"4928","CASP3"
"4929","PRIMPOL"
"4930","CENPU"
"4931","ACSL1"
"4932","AC084871.2"
"4933","MIR3945HG"
"4934","LINC01093"
"4935","SLC25A4"
"4936","CFAP97"
"4937","SNX25"
"4938","LRP2BP"
"4939","ANKRD37"
"4940","UFSP2"
"4941","C4orf47"
"4942","CCDC110"
"4943","AC106897.1"
"4944","PDLIM3"
"4945","SORBS2"
"4946","AC093797.1"
"4947","TLR3"
"4948","FAM149A"
"4949","CYP4V2"
"4950","KLKB1"
"4951","F11"
"4952","FAT1"
"4953","LINC01262"
"4954","FRG1"
"4955","CCDC127"
"4956","SDHA"
"4957","AC021087.1"
"4958","PDCD6"
"4959","AHRR"
"4960","EXOC3-AS1"
"4961","EXOC3"
"4962","SLC9A3"
"4963","CEP72"
"4964","TPPP"
"4965","AC026740.1"
"4966","ZDHHC11"
"4967","BRD9"
"4968","TRIP13"
"4969","AC116351.1"
"4970","SLC12A7"
"4971","CLPTM1L"
"4972","SLC6A3"
"4973","LPCAT1"
"4974","AC026412.3"
"4975","MRPL36"
"4976","NDUFS6"
"4977","ICE1"
"4978","LINC02145"
"4979","MED10"
"4980","UBE2QL1"
"4981","NSUN2"
"4982","SRD5A1"
"4983","TENT4A"
"4984","ADCY2"
"4985","C5orf49"
"4986","MTRR"
"4987","FASTKD3"
"4988","AC091965.4"
"4989","MIR4458HG"
"4990","AC091932.1"
"4991","SEMA5A"
"4992","SNHG18"
"4993","AC034229.1"
"4994","FAM173B"
"4995","AC012640.1"
"4996","CCT5"
"4997","AC012640.4"
"4998","CMBL"
"4999","AC012640.2"
"5000","MARCH6"
"5001","ROPN1L"
"5002","LINC01513"
"5003","ANKRD33B"
"5004","DAP"
"5005","CTNND2"
"5006","TRIO"
"5007","OTULINL"
"5008","AC010491.1"
"5009","OTULIN"
"5010","ANKH"
"5011","AC016575.1"
"5012","FBXL7"
"5013","LINC02150"
"5014","ZNF622"
"5015","RETREG1"
"5016","AC022113.1"
"5017","MYO10"
"5018","BASP1"
"5019","BASP1-AS1"
"5020","AC026785.2"
"5021","LINC02217"
"5022","C5orf17"
"5023","CDH10"
"5024","CDH6"
"5025","DROSHA"
"5026","C5orf22"
"5027","PDZD2"
"5028","AC025178.1"
"5029","GOLPH3"
"5030","AC025181.2"
"5031","MTMR12"
"5032","ZFR"
"5033","SUB1"
"5034","NPR3"
"5035","AC034231.1"
"5036","TARS"
"5037","SLC45A2"
"5038","AMACR"
"5039","C1QTNF3"
"5040","RAI14"
"5041","AC026801.2"
"5042","RAD1"
"5043","BRIX1"
"5044","DNAJC21"
"5045","PRLR"
"5046","SPEF2"
"5047","IL7R"
"5048","LMBRD2"
"5049","SKP2"
"5050","NADK2"
"5051","RANBP3L"
"5052","SLC1A3"
"5053","AC008957.2"
"5054","AC008957.1"
"5055","AC026741.1"
"5056","NIPBL"
"5057","CPLANE1"
"5058","NUP155"
"5059","WDR70"
"5060","GDNF"
"5061","EGFLAM"
"5062","LIFR"
"5063","LIFR-AS1"
"5064","OSMR-AS1"
"5065","OSMR"
"5066","RICTOR"
"5067","FYB1"
"5068","C9"
"5069","DAB2"
"5070","LINC02104"
"5071","AC093277.1"
"5072","TTC33"
"5073","PTGER4"
"5074","PRKAA1"
"5075","RPL37"
"5076","CARD6"
"5077","PLCXD3"
"5078","OXCT1"
"5079","C5orf51"
"5080","FBXO4"
"5081","GHR"
"5082","CCDC152"
"5083","SELENOP"
"5084","AC008875.1"
"5085","AC025171.3"
"5086","AC025171.5"
"5087","ANXA2R"
"5088","AC025171.2"
"5089","AC025171.4"
"5090","ZNF131"
"5091","NIM1K"
"5092","HMGCS1"
"5093","CCL28"
"5094","TMEM267"
"5095","C5orf34"
"5096","AC114956.1"
"5097","PAIP1"
"5098","NNT-AS1"
"5099","NNT"
"5100","MRPS30-DT"
"5101","MRPS30"
"5102","AC093297.2"
"5103","EMB"
"5104","PARP8"
"5105","ISL1"
"5106","ITGA1"
"5107","PELO"
"5108","ITGA2"
"5109","AC008966.2"
"5110","MOCS2"
"5111","AC008966.1"
"5112","FST"
"5113","NDUFS4"
"5114","AC025175.1"
"5115","ARL15"
"5116","SNX18"
"5117","GZMA"
"5118","CDC20B"
"5119","GPX8"
"5120","DHX29"
"5121","MTREX"
"5122","PLPP1"
"5123","SLC38A9"
"5124","IL31RA"
"5125","IL6ST"
"5126","AC008914.1"
"5127","AC016596.1"
"5128","ANKRD55"
"5129","MAP3K1"
"5130","SETD9"
"5131","MIER3"
"5132","AC008937.3"
"5133","GPBP1"
"5134","PLK2"
"5135","GAPT"
"5136","RAB3C"
"5137","PDE4D"
"5138","PART1"
"5139","DEPDC1B"
"5140","ELOVL7"
"5141","AC104113.1"
"5142","ERCC8"
"5143","NDUFAF2"
"5144","SMIM15"
"5145","LINC02057"
"5146","ZSWIM6"
"5147","KIF2A"
"5148","DIMT1"
"5149","IPO11"
"5150","LRRC70"
"5151","RNF180"
"5152","RGS7BP"
"5153","SREK1IP1"
"5154","CWC27"
"5155","AC092354.1"
"5156","ADAMTS6"
"5157","CENPK"
"5158","PPWD1"
"5159","TRIM23"
"5160","TRAPPC13"
"5161","SHLD3"
"5162","SGTB"
"5163","NLN"
"5164","AC010359.1"
"5165","ERBIN"
"5166","SREK1"
"5167","MAST4"
"5168","CD180"
"5169","LINC02242"
"5170","PIK3R1"
"5171","AC010280.2"
"5172","SLC30A5"
"5173","AC010273.1"
"5174","CCNB1"
"5175","CENPH"
"5176","MRPS36"
"5177","CDK7"
"5178","CCDC125"
"5179","AK6"
"5180","TAF9"
"5181","RAD17"
"5182","MARVELD2"
"5183","OCLN"
"5184","GTF2H2C"
"5185","SERF1B"
"5186","SMN2"
"5187","AC146944.4"
"5188","SERF1A"
"5189","SMN1"
"5190","NAIP"
"5191","GTF2H2"
"5192","BDP1"
"5193","MCCC2"
"5194","MAP1B"
"5195","MRPS27"
"5196","PTCD2"
"5197","ZNF366"
"5198","LINC02056"
"5199","AC035140.1"
"5200","TNPO1"
"5201","AC008972.1"
"5202","AC008972.2"
"5203","FCHO2"
"5204","TMEM171"
"5205","FOXD1"
"5206","AC099522.2"
"5207","BTF3"
"5208","ANKRA2"
"5209","UTP15"
"5210","ARHGEF28"
"5211","ENC1"
"5212","HEXB"
"5213","GFM2"
"5214","NSA2"
"5215","FAM169A"
"5216","GCNT4"
"5217","LINC01336"
"5218","ANKRD31"
"5219","HMGCR"
"5220","COL4A3BP"
"5221","POLK"
"5222","AC010245.1"
"5223","AC010245.2"
"5224","ANKDD1B"
"5225","POC5"
"5226","SV2C"
"5227","IQGAP2"
"5228","AC026725.1"
"5229","F2RL2"
"5230","F2R"
"5231","F2RL1"
"5232","S100Z"
"5233","CRHBP"
"5234","AGGF1"
"5235","ZBED3"
"5236","ZBED3-AS1"
"5237","PDE8B"
"5238","WDR41"
"5239","OTP"
"5240","TBCA"
"5241","AP3B1"
"5242","SCAMP1-AS1"
"5243","SCAMP1"
"5244","LHFPL2"
"5245","ARSB"
"5246","DMGDH"
"5247","JMY"
"5248","HOMER1"
"5249","TENT2"
"5250","CMYA5"
"5251","MTX3"
"5252","THBS4"
"5253","AC012636.1"
"5254","SERINC5"
"5255","AC010260.1"
"5256","ZFYVE16"
"5257","AC008771.1"
"5258","FAM151B"
"5259","DHFR"
"5260","MSH3"
"5261","RASGRF2"
"5262","CKMT2-AS1"
"5263","ZCCHC9"
"5264","ACOT12"
